K,avg_wasserstein,max_wasserstein,avg_mean_error_pct,avg_std_error_pct
4,294.28310464641066,6849.196171599915,16.497813248552305,33.317493993453276
8,220.95901658174165,4444.737384774401,13.59550430604734,21.11311349750879
12,135.1586307177562,2741.3775826411284,9.622948505220284,18.44559001904252
