case_id,case_name,coalition,n_scenarios,instance,objective,mip_gap,runtime,n_variables,n_constraints,base_decision,gamma_LT_decision,gamma_ST_decision,wind_farms,bases,scenario_seeds,n_periods,days_per_period,one_base,n_vessels_ub_ST_multi,n_vessels_ub_ST_single,n_vessels_ub_LT_multi,n_vessels_ub_LT_single
W3_B3_V6_S3_T12,3W3B,CBA,3,1,45259184.10403266,0.009998991869954517,5411.27,314811,116980,3,"CTV@3:1, SOV@3:2","Jan|SOV@3:1, Nov|CTV@3:1","C,B,A","3,2,1","660,366,769",12,30,True,2,8,4,16
