ISO3,date,price
GBR,2024-04-07,10.1
DEU,2024-04-08,81.2
GBR,2024-04-08,69.74
DEU,2024-04-09,53.49
GBR,2024-04-09,55.21
DEU,2024-04-10,70.95
GBR,2024-04-10,58.44
DEU,2024-04-11,62.8
GBR,2024-04-11,53.38
DEU,2024-04-12,59.25
GBR,2024-04-12,31.28
DEU,2024-04-13,16.36
GBR,2024-04-13,12.5
DEU,2024-04-14,16.66
GBR,2024-04-14,23.61
DEU,2024-04-15,58.23
GBR,2024-04-15,32.69
DEU,2024-04-16,63.66
GBR,2024-04-16,49.6
DEU,2024-04-17,106.92
GBR,2024-04-17,83.8
DEU,2024-04-18,94.62
GBR,2024-04-18,86.89
DEU,2024-04-19,56.99
GBR,2024-04-19,56.18
DEU,2024-04-20,58.79
GBR,2024-04-20,81.4
DEU,2024-04-21,56.08
GBR,2024-04-21,80.53
DEU,2024-04-22,99.07
GBR,2024-04-22,89.81
DEU,2024-04-23,96.26
GBR,2024-04-23,85.07
DEU,2024-04-24,92.16
GBR,2024-04-24,83.7
DEU,2024-04-25,91.65
GBR,2024-04-25,88.01
DEU,2024-04-26,88.48
GBR,2024-04-26,89.5
DEU,2024-04-27,58.56
GBR,2024-04-27,85.6
DEU,2024-04-28,19.37
GBR,2024-04-28,78.47
DEU,2024-04-29,83.52
GBR,2024-04-29,76.95
DEU,2024-04-30,69.16
GBR,2024-04-30,74.81
DEU,2024-05-01,3.47
GBR,2024-05-01,81.1
DEU,2024-05-02,42.69
GBR,2024-05-02,73.97
DEU,2024-05-03,75.26
GBR,2024-05-03,82.36
DEU,2024-05-04,73.22
GBR,2024-05-04,85.3
DEU,2024-05-05,51.49
GBR,2024-05-05,89.35
DEU,2024-05-06,92.98
GBR,2024-05-06,90.0
DEU,2024-05-07,93.85
GBR,2024-05-07,90.0
DEU,2024-05-08,92.9
GBR,2024-05-08,89.46
DEU,2024-05-09,62.03
GBR,2024-05-09,84.19
DEU,2024-05-10,75.15
GBR,2024-05-10,85.77
DEU,2024-05-11,55.37
GBR,2024-05-11,80.18
DEU,2024-05-12,14.59
GBR,2024-05-12,54.2
DEU,2024-05-13,53.24
GBR,2024-05-13,76.89
DEU,2024-05-14,28.6
GBR,2024-05-14,75.53
DEU,2024-05-15,41.25
GBR,2024-05-15,82.95
DEU,2024-05-16,49.14
GBR,2024-05-16,85.74
DEU,2024-05-17,67.92
GBR,2024-05-17,86.87
DEU,2024-05-18,56.07
GBR,2024-05-18,84.99
DEU,2024-05-19,49.29
GBR,2024-05-19,82.74
DEU,2024-05-20,56.21
GBR,2024-05-20,87.43
DEU,2024-05-21,77.27
GBR,2024-05-21,93.85
DEU,2024-05-22,86.9
GBR,2024-05-22,86.77
DEU,2024-05-23,97.98
GBR,2024-05-23,77.47
DEU,2024-05-24,102.61
GBR,2024-05-24,101.64
DEU,2024-05-25,73.93
GBR,2024-05-25,92.89
DEU,2024-05-26,58.36
GBR,2024-05-26,87.45
DEU,2024-05-27,104.02
GBR,2024-05-27,93.58
DEU,2024-05-28,91.3
GBR,2024-05-28,95.23
DEU,2024-05-29,82.31
GBR,2024-05-29,88.47
DEU,2024-05-30,92.65
GBR,2024-05-30,79.32
DEU,2024-05-31,91.33
GBR,2024-05-31,80.71
DEU,2024-06-01,54.71
GBR,2024-06-01,73.95
DEU,2024-06-02,26.79
GBR,2024-06-02,78.41
DEU,2024-06-03,103.46
GBR,2024-06-03,95.98
DEU,2024-06-04,106.14
GBR,2024-06-04,85.0
DEU,2024-06-05,84.2
GBR,2024-06-05,75.31
DEU,2024-06-06,90.57
GBR,2024-06-06,93.01
DEU,2024-06-07,83.39
GBR,2024-06-07,77.35
DEU,2024-06-08,43.85
GBR,2024-06-08,37.73
DEU,2024-06-09,27.6
GBR,2024-06-09,37.17
DEU,2024-06-10,89.16
GBR,2024-06-10,83.61
DEU,2024-06-11,63.54
GBR,2024-06-11,86.65
DEU,2024-06-12,89.3
GBR,2024-06-12,102.48
DEU,2024-06-13,94.44
GBR,2024-06-13,93.6
DEU,2024-06-14,79.64
GBR,2024-06-14,85.27
DEU,2024-06-15,9.01
GBR,2024-06-15,87.85
DEU,2024-06-16,27.02
GBR,2024-06-16,72.57
DEU,2024-06-17,95.31
GBR,2024-06-17,101.09
DEU,2024-06-18,98.79
GBR,2024-06-18,101.42
DEU,2024-06-19,82.79
GBR,2024-06-19,96.52
DEU,2024-06-20,94.8
GBR,2024-06-20,99.19
DEU,2024-06-21,94.47
GBR,2024-06-21,94.41
DEU,2024-06-22,52.1
GBR,2024-06-22,91.97
DEU,2024-06-23,52.08
GBR,2024-06-23,88.49
DEU,2024-06-24,91.94
GBR,2024-06-24,97.49
DEU,2024-06-25,82.39
GBR,2024-06-25,98.12
DEU,2024-06-26,94.65
GBR,2024-06-26,96.34
DEU,2024-06-27,95.91
GBR,2024-06-27,71.25
DEU,2024-06-28,64.37
GBR,2024-06-28,43.79
DEU,2024-06-29,65.18
GBR,2024-06-29,92.88
DEU,2024-06-30,48.73
GBR,2024-06-30,89.3
DEU,2024-07-01,91.86
GBR,2024-07-01,94.06
DEU,2024-07-02,85.79
GBR,2024-07-02,90.1
DEU,2024-07-03,88.58
GBR,2024-07-03,79.13
DEU,2024-07-04,31.8
GBR,2024-07-04,14.5
DEU,2024-07-05,43.75
GBR,2024-07-05,69.79
DEU,2024-07-06,3.64
GBR,2024-07-06,50.76
DEU,2024-07-07,32.02
GBR,2024-07-07,72.67
DEU,2024-07-08,94.13
GBR,2024-07-08,97.3
DEU,2024-07-09,74.65
GBR,2024-07-09,88.77
DEU,2024-07-10,81.78
GBR,2024-07-10,78.39
DEU,2024-07-11,90.94
GBR,2024-07-11,87.04
DEU,2024-07-12,87.8
GBR,2024-07-12,85.31
DEU,2024-07-13,30.81
GBR,2024-07-13,81.34
DEU,2024-07-14,22.81
GBR,2024-07-14,71.4
DEU,2024-07-15,78.3
GBR,2024-07-15,91.67
DEU,2024-07-16,50.56
GBR,2024-07-16,84.19
DEU,2024-07-17,75.51
GBR,2024-07-17,91.24
DEU,2024-07-18,92.49
GBR,2024-07-18,90.34
DEU,2024-07-19,85.7
GBR,2024-07-19,87.91
DEU,2024-07-20,58.86
GBR,2024-07-20,88.57
DEU,2024-07-21,53.99
GBR,2024-07-21,84.44
DEU,2024-07-22,83.45
GBR,2024-07-22,87.32
DEU,2024-07-23,80.88
GBR,2024-07-23,86.93
DEU,2024-07-24,66.28
GBR,2024-07-24,87.31
DEU,2024-07-25,81.0
GBR,2024-07-25,87.26
DEU,2024-07-26,91.67
GBR,2024-07-26,87.54
DEU,2024-07-27,80.4
GBR,2024-07-27,88.66
DEU,2024-07-28,42.47
GBR,2024-07-28,84.93
DEU,2024-07-29,76.79
GBR,2024-07-29,86.65
DEU,2024-07-30,81.04
GBR,2024-07-30,90.78
DEU,2024-07-31,80.78
GBR,2024-07-31,93.1
DEU,2024-08-01,95.22
GBR,2024-08-01,96.74
DEU,2024-08-02,95.26
GBR,2024-08-02,87.73
DEU,2024-08-03,74.29
GBR,2024-08-03,93.66
DEU,2024-08-04,60.77
GBR,2024-08-04,83.7
DEU,2024-08-05,96.63
GBR,2024-08-05,72.44
DEU,2024-08-06,88.11
GBR,2024-08-06,85.52
DEU,2024-08-07,92.04
GBR,2024-08-07,60.23
DEU,2024-08-08,92.89
GBR,2024-08-08,75.33
DEU,2024-08-09,52.08
GBR,2024-08-09,21.33
DEU,2024-08-10,49.24
GBR,2024-08-10,35.05
DEU,2024-08-11,54.31
GBR,2024-08-11,87.35
DEU,2024-08-12,88.47
GBR,2024-08-12,56.37
DEU,2024-08-13,97.89
GBR,2024-08-13,84.6
DEU,2024-08-14,111.9
GBR,2024-08-14,93.75
DEU,2024-08-15,85.46
GBR,2024-08-15,62.99
DEU,2024-08-16,104.72
GBR,2024-08-16,77.44
DEU,2024-08-17,94.01
GBR,2024-08-17,77.37
DEU,2024-08-18,82.47
GBR,2024-08-18,58.08
DEU,2024-08-19,109.26
GBR,2024-08-19,91.22
DEU,2024-08-20,89.47
GBR,2024-08-20,65.88
DEU,2024-08-21,53.21
GBR,2024-08-21,39.07
DEU,2024-08-22,61.82
GBR,2024-08-22,34.14
DEU,2024-08-23,44.63
GBR,2024-08-23,38.28
DEU,2024-08-24,39.2
GBR,2024-08-24,69.12
DEU,2024-08-25,32.79
GBR,2024-08-25,18.1
DEU,2024-08-26,100.02
GBR,2024-08-26,66.65
DEU,2024-08-27,95.28
GBR,2024-08-27,69.72
DEU,2024-08-28,95.48
GBR,2024-08-28,99.23
DEU,2024-08-29,112.47
GBR,2024-08-29,101.11
DEU,2024-08-30,110.03
GBR,2024-08-30,106.67
DEU,2024-08-31,75.26
GBR,2024-08-31,84.54
DEU,2024-09-01,58.1
GBR,2024-09-01,64.2
DEU,2024-09-02,111.31
GBR,2024-09-02,107.92
DEU,2024-09-03,144.09
GBR,2024-09-03,111.89
DEU,2024-09-04,126.37
GBR,2024-09-04,109.44
DEU,2024-09-05,63.21
GBR,2024-09-05,93.76
DEU,2024-09-06,80.29
GBR,2024-09-06,90.22
DEU,2024-09-07,79.41
GBR,2024-09-07,99.98
DEU,2024-09-08,71.13
GBR,2024-09-08,96.88
DEU,2024-09-09,103.63
GBR,2024-09-09,95.15
DEU,2024-09-10,57.12
GBR,2024-09-10,40.33
DEU,2024-09-11,87.77
GBR,2024-09-11,69.7
DEU,2024-09-12,113.95
GBR,2024-09-12,94.96
DEU,2024-09-13,87.32
GBR,2024-09-13,99.51
DEU,2024-09-14,57.11
GBR,2024-09-14,72.95
DEU,2024-09-15,62.79
GBR,2024-09-15,90.63
DEU,2024-09-16,101.14
GBR,2024-09-16,100.33
DEU,2024-09-17,88.11
GBR,2024-09-17,95.8
DEU,2024-09-18,77.76
GBR,2024-09-18,93.09
DEU,2024-09-19,76.9
GBR,2024-09-19,95.4
DEU,2024-09-20,74.6
GBR,2024-09-20,95.63
DEU,2024-09-21,69.17
GBR,2024-09-21,92.07
DEU,2024-09-22,72.96
GBR,2024-09-22,96.44
DEU,2024-09-23,114.98
GBR,2024-09-23,107.1
DEU,2024-09-24,91.65
GBR,2024-09-24,97.1
DEU,2024-09-25,79.51
GBR,2024-09-25,103.98
DEU,2024-09-26,53.09
GBR,2024-09-26,87.13
DEU,2024-09-27,16.16
GBR,2024-09-27,66.67
DEU,2024-09-28,37.67
GBR,2024-09-28,96.29
DEU,2024-09-29,57.81
GBR,2024-09-29,96.99
DEU,2024-09-30,41.48
GBR,2024-09-30,84.15
DEU,2024-10-01,74.56
GBR,2024-10-01,86.4
DEU,2024-10-02,96.37
GBR,2024-10-02,98.41
DEU,2024-10-03,77.39
GBR,2024-10-03,106.15
DEU,2024-10-04,98.14
GBR,2024-10-04,99.85
DEU,2024-10-05,86.49
GBR,2024-10-05,88.6
DEU,2024-10-06,55.3
GBR,2024-10-06,85.46
DEU,2024-10-07,86.44
GBR,2024-10-07,109.54
DEU,2024-10-08,91.93
GBR,2024-10-08,105.44
DEU,2024-10-09,81.57
GBR,2024-10-09,93.79
DEU,2024-10-10,60.89
GBR,2024-10-10,89.22
DEU,2024-10-11,92.59
GBR,2024-10-11,104.81
DEU,2024-10-12,53.93
GBR,2024-10-12,91.57
DEU,2024-10-13,14.41
GBR,2024-10-13,82.78
DEU,2024-10-14,84.51
GBR,2024-10-14,124.31
DEU,2024-10-15,91.52
GBR,2024-10-15,100.27
DEU,2024-10-16,36.02
GBR,2024-10-16,83.11
DEU,2024-10-17,77.29
GBR,2024-10-17,108.21
DEU,2024-10-18,103.78
GBR,2024-10-18,103.53
DEU,2024-10-19,80.61
GBR,2024-10-19,103.95
DEU,2024-10-20,32.89
GBR,2024-10-20,40.14
DEU,2024-10-21,54.75
GBR,2024-10-21,74.33
DEU,2024-10-22,100.71
GBR,2024-10-22,107.13
DEU,2024-10-23,113.14
GBR,2024-10-23,109.17
DEU,2024-10-24,101.22
GBR,2024-10-24,99.95
DEU,2024-10-25,113.59
GBR,2024-10-25,127.35
DEU,2024-10-26,96.69
GBR,2024-10-26,111.99
DEU,2024-10-27,83.23
GBR,2024-10-27,109.02
GBR,2024-10-27,90.91
DEU,2024-10-28,95.32
GBR,2024-10-28,114.73
DEU,2024-10-29,136.15
GBR,2024-10-29,126.2
DEU,2024-10-30,129.7
GBR,2024-10-30,124.31
DEU,2024-10-31,102.32
GBR,2024-10-31,109.48
DEU,2024-11-01,69.38
GBR,2024-11-01,109.9
DEU,2024-11-02,105.0
GBR,2024-11-02,109.38
DEU,2024-11-03,90.92
GBR,2024-11-03,107.45
DEU,2024-11-04,130.58
GBR,2024-11-04,125.77
DEU,2024-11-05,155.96
GBR,2024-11-05,137.07
DEU,2024-11-06,225.5
GBR,2024-11-06,148.65
DEU,2024-11-07,168.2
GBR,2024-11-07,117.97
DEU,2024-11-08,114.03
GBR,2024-11-08,116.34
DEU,2024-11-09,113.96
GBR,2024-11-09,122.58
DEU,2024-11-10,111.44
GBR,2024-11-10,117.11
DEU,2024-11-11,118.31
GBR,2024-11-11,113.96
DEU,2024-11-12,166.93
GBR,2024-11-12,130.83
DEU,2024-11-13,152.93
GBR,2024-11-13,135.41
DEU,2024-11-14,123.99
GBR,2024-11-14,127.67
DEU,2024-11-15,124.85
GBR,2024-11-15,119.47
DEU,2024-11-16,90.15
GBR,2024-11-16,107.85
DEU,2024-11-17,50.8
GBR,2024-11-17,99.8
DEU,2024-11-18,99.45
GBR,2024-11-18,130.19
DEU,2024-11-19,123.19
GBR,2024-11-19,122.33
DEU,2024-11-20,114.72
GBR,2024-11-20,118.17
DEU,2024-11-21,123.11
GBR,2024-11-21,124.64
DEU,2024-11-22,110.36
GBR,2024-11-22,126.65
DEU,2024-11-23,73.7
GBR,2024-11-23,104.53
DEU,2024-11-24,7.98
GBR,2024-11-24,33.9
DEU,2024-11-25,35.22
GBR,2024-11-25,81.0
DEU,2024-11-26,113.78
GBR,2024-11-26,133.85
DEU,2024-11-27,118.45
GBR,2024-11-27,129.09
DEU,2024-11-28,72.35
GBR,2024-11-28,127.22
DEU,2024-11-29,137.67
GBR,2024-11-29,119.88
DEU,2024-11-30,105.53
GBR,2024-11-30,113.37
DEU,2024-12-01,94.69
GBR,2024-12-01,108.61
DEU,2024-12-02,109.23
GBR,2024-12-02,110.5
DEU,2024-12-03,141.67
GBR,2024-12-03,139.56
DEU,2024-12-04,183.39
GBR,2024-12-04,150.15
DEU,2024-12-05,102.47
GBR,2024-12-05,109.05
DEU,2024-12-06,89.76
GBR,2024-12-06,97.18
DEU,2024-12-07,73.09
GBR,2024-12-07,78.21
DEU,2024-12-08,91.32
GBR,2024-12-08,83.8
DEU,2024-12-09,96.97
GBR,2024-12-09,113.83
DEU,2024-12-10,147.33
GBR,2024-12-10,136.88
DEU,2024-12-11,251.83
GBR,2024-12-11,211.22
DEU,2024-12-12,357.85
GBR,2024-12-12,256.93
DEU,2024-12-13,186.65
GBR,2024-12-13,188.91
DEU,2024-12-14,98.48
GBR,2024-12-14,111.24
DEU,2024-12-15,49.82
GBR,2024-12-15,66.67
DEU,2024-12-16,56.34
GBR,2024-12-16,80.69
DEU,2024-12-17,91.23
GBR,2024-12-17,98.98
DEU,2024-12-18,53.94
GBR,2024-12-18,73.16
DEU,2024-12-19,51.25
GBR,2024-12-19,77.97
DEU,2024-12-20,73.56
GBR,2024-12-20,89.6
DEU,2024-12-21,23.41
GBR,2024-12-21,30.77
DEU,2024-12-22,21.42
GBR,2024-12-22,25.76
DEU,2024-12-23,60.81
GBR,2024-12-23,91.54
DEU,2024-12-24,100.91
GBR,2024-12-24,101.25
DEU,2024-12-25,93.38
GBR,2024-12-25,104.19
DEU,2024-12-26,108.23
GBR,2024-12-26,121.16
DEU,2024-12-27,114.95
GBR,2024-12-27,128.33
DEU,2024-12-28,121.17
GBR,2024-12-28,122.7
DEU,2024-12-29,94.77
GBR,2024-12-29,107.89
DEU,2024-12-30,77.54
GBR,2024-12-30,106.83
DEU,2024-12-31,57.57
GBR,2024-12-31,63.24
DEU,2025-01-01,-0.1
GBR,2025-01-01,61.06
DEU,2025-01-02,98.52
GBR,2025-01-02,126.73
DEU,2025-01-03,93.82
GBR,2025-01-03,129.81
DEU,2025-01-04,122.81
GBR,2025-01-04,133.6
DEU,2025-01-05,69.9
GBR,2025-01-05,117.78
DEU,2025-01-06,30.6
GBR,2025-01-06,105.64
DEU,2025-01-07,60.39
GBR,2025-01-07,111.4
DEU,2025-01-08,106.09
GBR,2025-01-08,201.01
DEU,2025-01-09,122.79
GBR,2025-01-09,124.52
DEU,2025-01-10,113.14
GBR,2025-01-10,263.73
DEU,2025-01-11,103.33
GBR,2025-01-11,128.35
DEU,2025-01-12,112.41
GBR,2025-01-12,124.12
DEU,2025-01-13,127.36
GBR,2025-01-13,122.59
DEU,2025-01-14,126.59
GBR,2025-01-14,133.54
DEU,2025-01-15,227.2
GBR,2025-01-15,151.81
DEU,2025-01-16,152.52
GBR,2025-01-16,133.0
DEU,2025-01-17,147.53
GBR,2025-01-17,127.8
DEU,2025-01-18,134.06
GBR,2025-01-18,128.44
DEU,2025-01-19,128.05
GBR,2025-01-19,138.41
DEU,2025-01-20,203.22
GBR,2025-01-20,229.12
DEU,2025-01-21,169.67
GBR,2025-01-21,188.69
DEU,2025-01-22,143.88
GBR,2025-01-22,303.93
DEU,2025-01-23,105.05
GBR,2025-01-23,126.46
DEU,2025-01-24,80.45
GBR,2025-01-24,109.69
DEU,2025-01-25,103.88
GBR,2025-01-25,111.94
DEU,2025-01-26,98.93
GBR,2025-01-26,111.96
DEU,2025-01-27,67.47
GBR,2025-01-27,112.09
DEU,2025-01-28,106.41
GBR,2025-01-28,121.33
DEU,2025-01-29,107.33
GBR,2025-01-29,117.17
DEU,2025-01-30,135.79
GBR,2025-01-30,137.17
DEU,2025-01-31,140.86
GBR,2025-01-31,147.2
DEU,2025-02-01,134.12
GBR,2025-02-01,134.83
DEU,2025-02-02,134.08
GBR,2025-02-02,137.68
DEU,2025-02-03,168.06
GBR,2025-02-03,141.99
DEU,2025-02-04,142.77
GBR,2025-02-04,130.59
DEU,2025-02-05,142.76
GBR,2025-02-05,141.83
DEU,2025-02-06,150.2
GBR,2025-02-06,144.0
DEU,2025-02-07,117.41
GBR,2025-02-07,135.2
DEU,2025-02-08,111.62
GBR,2025-02-08,141.63
DEU,2025-02-09,127.39
GBR,2025-02-09,140.57
DEU,2025-02-10,125.19
GBR,2025-02-10,141.38
DEU,2025-02-11,122.49
GBR,2025-02-11,149.1
DEU,2025-02-12,153.9
GBR,2025-02-12,152.3
DEU,2025-02-13,168.06
GBR,2025-02-13,156.68
DEU,2025-02-14,185.01
GBR,2025-02-14,153.99
DEU,2025-02-15,135.81
GBR,2025-02-15,134.77
DEU,2025-02-16,127.89
GBR,2025-02-16,129.41
DEU,2025-02-17,156.41
GBR,2025-02-17,141.31
DEU,2025-02-18,133.22
GBR,2025-02-18,129.38
DEU,2025-02-19,110.83
GBR,2025-02-19,119.71
DEU,2025-02-20,98.78
GBR,2025-02-20,104.92
DEU,2025-02-21,90.07
GBR,2025-02-21,77.63
DEU,2025-02-22,71.86
GBR,2025-02-22,95.58
DEU,2025-02-23,85.55
GBR,2025-02-23,68.18
DEU,2025-02-24,91.09
GBR,2025-02-24,87.7
DEU,2025-02-25,141.17
GBR,2025-02-25,117.8
DEU,2025-02-26,137.67
GBR,2025-02-26,124.08
DEU,2025-02-27,127.59
GBR,2025-02-27,117.01
DEU,2025-02-28,130.88
GBR,2025-02-28,121.9
DEU,2025-03-01,120.61
GBR,2025-03-01,118.86
DEU,2025-03-02,91.19
GBR,2025-03-02,110.71
DEU,2025-03-03,105.27
GBR,2025-03-03,121.55
DEU,2025-03-04,107.94
GBR,2025-03-04,115.65
DEU,2025-03-05,80.95
GBR,2025-03-05,97.07
DEU,2025-03-06,90.96
GBR,2025-03-06,98.29
DEU,2025-03-07,104.53
GBR,2025-03-07,110.93
DEU,2025-03-08,85.3
GBR,2025-03-08,98.42
DEU,2025-03-09,74.04
GBR,2025-03-09,107.57
DEU,2025-03-10,115.3
GBR,2025-03-10,104.47
DEU,2025-03-11,124.4
GBR,2025-03-11,110.34
DEU,2025-03-12,126.1
GBR,2025-03-12,113.22
DEU,2025-03-13,124.47
GBR,2025-03-13,124.11
DEU,2025-03-14,121.69
GBR,2025-03-14,123.05
DEU,2025-03-15,93.07
GBR,2025-03-15,111.55
DEU,2025-03-16,75.46
GBR,2025-03-16,112.78
DEU,2025-03-17,100.53
GBR,2025-03-17,116.96
DEU,2025-03-18,91.12
GBR,2025-03-18,111.53
DEU,2025-03-19,104.41
GBR,2025-03-19,119.57
DEU,2025-03-20,107.71
GBR,2025-03-20,116.75
DEU,2025-03-21,64.99
GBR,2025-03-21,75.68
DEU,2025-03-22,13.89
GBR,2025-03-22,89.76
DEU,2025-03-23,58.72
GBR,2025-03-23,115.54
DEU,2025-03-24,124.93
GBR,2025-03-24,118.07
DEU,2025-03-25,110.38
GBR,2025-03-25,115.23
DEU,2025-03-26,114.3
GBR,2025-03-26,112.05
DEU,2025-03-27,99.09
GBR,2025-03-27,105.69
DEU,2025-03-28,87.61
GBR,2025-03-28,84.71
DEU,2025-03-29,80.88
GBR,2025-03-29,81.17
DEU,2025-03-30,15.43
GBR,2025-03-30,39.79
DEU,2025-03-31,100.53
GBR,2025-03-31,99.89
GBR,2025-03-31,115.58
DEU,2025-04-01,93.21
GBR,2025-04-01,107.32
DEU,2025-04-02,63.09
GBR,2025-04-02,89.42
DEU,2025-04-03,80.44
GBR,2025-04-03,83.7
DEU,2025-04-04,88.19
GBR,2025-04-04,89.36
DEU,2025-04-05,45.95
GBR,2025-04-05,65.59
DEU,2025-04-06,42.67
GBR,2025-04-06,78.48
DEU,2025-04-07,96.1
GBR,2025-04-07,104.83
DEU,2025-04-08,101.76
GBR,2025-04-08,99.34
DEU,2025-04-09,90.44
GBR,2025-04-09,98.88
DEU,2025-04-10,81.68
GBR,2025-04-10,96.19
DEU,2025-04-11,66.16
GBR,2025-04-11,94.99
DEU,2025-04-12,60.89
GBR,2025-04-12,88.28
DEU,2025-04-13,43.7
GBR,2025-04-13,81.26
DEU,2025-04-14,99.03
GBR,2025-04-14,93.52
DEU,2025-04-15,70.39
GBR,2025-04-15,97.44
DEU,2025-04-16,88.83
GBR,2025-04-16,77.09
DEU,2025-04-17,96.63
GBR,2025-04-17,98.63
DEU,2025-04-18,86.16
GBR,2025-04-18,93.01
DEU,2025-04-19,70.62
GBR,2025-04-19,82.16
DEU,2025-04-20,57.02
GBR,2025-04-20,97.67
DEU,2025-04-21,68.03
GBR,2025-04-21,101.39
DEU,2025-04-22,107.04
GBR,2025-04-22,103.67
DEU,2025-04-23,110.2
GBR,2025-04-23,102.59
DEU,2025-04-24,98.95
GBR,2025-04-24,97.99
DEU,2025-04-25,90.74
GBR,2025-04-25,95.33
DEU,2025-04-26,56.74
GBR,2025-04-26,93.47
DEU,2025-04-27,37.76
GBR,2025-04-27,61.17
DEU,2025-04-28,79.95
GBR,2025-04-28,92.46
DEU,2025-04-29,74.81
GBR,2025-04-29,93.4
DEU,2025-04-30,74.78
GBR,2025-04-30,93.36
DEU,2025-05-01,44.82
GBR,2025-05-01,90.86
DEU,2025-05-02,62.29
GBR,2025-05-02,89.52
DEU,2025-05-03,51.28
GBR,2025-05-03,60.64
DEU,2025-05-04,36.52
GBR,2025-05-04,44.35
DEU,2025-05-05,87.6
GBR,2025-05-05,91.84
DEU,2025-05-06,88.72
GBR,2025-05-06,97.29
DEU,2025-05-07,97.91
GBR,2025-05-07,100.09
DEU,2025-05-08,101.19
GBR,2025-05-08,100.72
DEU,2025-05-09,84.69
GBR,2025-05-09,99.63
DEU,2025-05-10,52.7
GBR,2025-05-10,80.35
DEU,2025-05-11,16.32
GBR,2025-05-11,61.49
DEU,2025-05-12,63.5
GBR,2025-05-12,93.29
DEU,2025-05-13,81.24
GBR,2025-05-13,97.12
DEU,2025-05-14,68.06
GBR,2025-05-14,93.25
DEU,2025-05-15,66.66
GBR,2025-05-15,95.24
DEU,2025-05-16,73.28
GBR,2025-05-16,88.41
DEU,2025-05-17,57.59
GBR,2025-05-17,86.08
DEU,2025-05-18,58.04
GBR,2025-05-18,91.4
DEU,2025-05-19,95.12
GBR,2025-05-19,101.59
DEU,2025-05-20,91.35
GBR,2025-05-20,101.57
DEU,2025-05-21,70.11
GBR,2025-05-21,101.39
DEU,2025-05-22,62.47
GBR,2025-05-22,102.17
DEU,2025-05-23,80.64
GBR,2025-05-23,104.71
DEU,2025-05-24,56.78
GBR,2025-05-24,73.47
DEU,2025-05-25,28.97
GBR,2025-05-25,1.98
DEU,2025-05-26,73.29
GBR,2025-05-26,31.34
DEU,2025-05-27,64.57
GBR,2025-05-27,73.74
DEU,2025-05-28,78.7
GBR,2025-05-28,95.11
DEU,2025-05-29,52.6
GBR,2025-05-29,56.28
DEU,2025-05-30,52.54
GBR,2025-05-30,72.24
DEU,2025-05-31,69.39
GBR,2025-05-31,68.3
DEU,2025-06-01,40.86
GBR,2025-06-01,29.76
DEU,2025-06-02,89.86
GBR,2025-06-02,79.35
DEU,2025-06-03,70.81
GBR,2025-06-03,33.03
DEU,2025-06-04,85.29
GBR,2025-06-04,68.0
DEU,2025-06-05,77.85
GBR,2025-06-05,88.32
DEU,2025-06-06,50.3
GBR,2025-06-06,88.51
DEU,2025-06-07,58.42
GBR,2025-06-07,99.19
DEU,2025-06-08,6.87
GBR,2025-06-08,55.46
DEU,2025-06-09,34.6
GBR,2025-06-09,97.72
DEU,2025-06-10,62.53
GBR,2025-06-10,94.98
DEU,2025-06-11,72.9
GBR,2025-06-11,94.71
DEU,2025-06-12,59.29
GBR,2025-06-12,58.8
DEU,2025-06-13,52.6
GBR,2025-06-13,97.67
DEU,2025-06-14,44.64
GBR,2025-06-14,81.73
DEU,2025-06-15,61.32
GBR,2025-06-15,73.39
DEU,2025-06-16,82.76
GBR,2025-06-16,102.45
DEU,2025-06-17,88.33
GBR,2025-06-17,96.56
DEU,2025-06-18,78.93
GBR,2025-06-18,104.58
DEU,2025-06-19,56.1
GBR,2025-06-19,107.45
DEU,2025-06-20,85.63
GBR,2025-06-20,106.52
DEU,2025-06-21,70.48
GBR,2025-06-21,91.76
DEU,2025-06-22,40.69
GBR,2025-06-22,51.63
DEU,2025-06-23,43.98
GBR,2025-06-23,25.67
DEU,2025-06-24,46.27
GBR,2025-06-24,53.63
DEU,2025-06-25,83.2
GBR,2025-06-25,104.04
DEU,2025-06-26,89.92
GBR,2025-06-26,85.64
DEU,2025-06-27,79.85
GBR,2025-06-27,73.73
DEU,2025-06-28,51.92
GBR,2025-06-28,46.14
DEU,2025-06-29,55.55
GBR,2025-06-29,87.74
DEU,2025-06-30,102.48
GBR,2025-06-30,93.05
DEU,2025-07-01,127.43
GBR,2025-07-01,112.42
DEU,2025-07-02,103.28
GBR,2025-07-02,100.8
DEU,2025-07-03,88.33
GBR,2025-07-03,87.91
DEU,2025-07-04,81.93
GBR,2025-07-04,68.78
DEU,2025-07-05,54.2
GBR,2025-07-05,40.28
DEU,2025-07-06,71.18
GBR,2025-07-06,84.55
DEU,2025-07-07,92.9
GBR,2025-07-07,74.12
DEU,2025-07-08,90.6
GBR,2025-07-08,86.81
DEU,2025-07-09,93.3
GBR,2025-07-09,97.05
DEU,2025-07-10,92.63
GBR,2025-07-10,97.36
DEU,2025-07-11,88.05
GBR,2025-07-11,97.12
DEU,2025-07-12,69.79
GBR,2025-07-12,91.92
DEU,2025-07-13,71.84
GBR,2025-07-13,96.62
DEU,2025-07-14,101.81
GBR,2025-07-14,90.31
DEU,2025-07-15,90.77
GBR,2025-07-15,91.15
DEU,2025-07-16,96.35
