case_id,case_name,coalition,n_scenarios,instance,objective,mip_gap,runtime,n_variables,n_constraints,base_decision,gamma_LT_decision,gamma_ST_decision,wind_farms,bases,max_multiday_vessels,scenario_seeds,n_periods,days_per_period,one_base,n_vessels_ub_ST,n_vessels_ub_LT
W2_B2_V3_S5_T12,tests\test01,BA,5,1,34792331.951199256,0.0004981256539075802,648.75,170852,90429,1,SOV@1:2,"Oct|CTV@1:1, Nov|CTV@1:1","B,A","2,1",3,"769,560,308,544,314",12,30,True,2,5
