instance_id,tree_size,objective,first_stage_cost,second_stage_cost,charter_cost_ST,charter_cost_LT,downtime_cost,travel_cost_S,travel_cost_M,runtime,MIPGap,gamma_LT,gamma_ST,scenarios,param_signature,seed,iss_pool,oos_pool,nested_trees
15,3,14790330.022699708,5811903.5,8978426.522699703,0.0,5811903.5,8977348.883785233,0.0,1077.6389144730852,4.5299999713897705,3.12042231592301e-05,SOV|3:1,,10;72;188,bc278e7235743ec2,99,1-200,201-300,1
15,5,14690238.947007602,5811903.5,8878335.447007608,0.0,5811903.5,8877257.808093134,0.0,1077.6389144730852,7.316999912261963,7.118686274013649e-05,SOV|3:1,,10;72;93;148;188,bc278e7235743ec2,99,1-200,201-300,1
15,7,14917753.398522476,5811903.5,9105849.898522478,0.0,5811903.5,9104772.259608012,0.0,1077.6389144730852,14.89299988746643,7.603682412264768e-05,SOV|3:1,,10;46;59;72;93;148;188,bc278e7235743ec2,99,1-200,201-300,1
15,9,14997373.711977907,5811903.5,9185470.211977916,0.0,5811903.5,9184392.573063446,0.0,1077.6389144730854,18.509999990463257,8.133492424401024e-05,SOV|3:1,,10;46;59;72;93;114;129;148;188,bc278e7235743ec2,99,1-200,201-300,1
15,12,15460190.893586334,5811903.5,9648287.393586341,0.0,5811903.5,9647209.75467186,0.0,1077.6389144730845,27.228000164031982,4.72431432838139e-05,SOV|3:1,,1;10;23;46;59;72;93;114;129;141;148;188,bc278e7235743ec2,99,1-200,201-300,1
16,1,15205647.18078299,5811903.5,9393743.680782994,0.0,5811903.5,9392666.04186852,0.0,1077.6389144730852,1.4069998264312744,8.968265611527569e-05,SOV|3:1,,167,bc278e7235743ec2,99,1-200,201-300,1
16,3,14748896.149792163,5811903.5,8936992.649792152,0.0,5811903.5,8935915.010877682,0.0,1077.6389144730852,4.245000123977661,1.2629047830519879e-15,SOV|3:1,,91;124;167,bc278e7235743ec2,99,1-200,201-300,1
16,5,14932214.781111475,5811903.5,9120311.281111486,0.0,5811903.5,9119233.642197013,0.0,1077.6389144730852,7.979000091552734,8.625586877034851e-05,SOV|3:1,,78;91;124;132;167,bc278e7235743ec2,99,1-200,201-300,1
16,7,15497752.430331862,5811903.5,9685848.930331845,0.0,5811903.5,9684771.291417379,0.0,1077.6389144730852,13.04699993133545,5.487706849265877e-05,SOV|3:1,,33;78;86;91;124;132;167,bc278e7235743ec2,99,1-200,201-300,1
16,9,15332316.218107326,5811903.5,9520412.718107332,0.0,5811903.5,9519335.079192862,0.0,1077.6389144730854,17.165000200271606,3.6445474827173017e-16,SOV|3:1,,33;70;78;81;86;91;124;132;167,bc278e7235743ec2,99,1-200,201-300,1
16,12,16073872.702593049,5811903.5,10261969.202593055,0.0,5811903.5,10260891.563678574,0.0,1077.6389144730845,31.41699981689453,9.206595598048013e-05,SOV|3:1,,24;33;36;70;78;81;86;91;96;124;132;167,bc278e7235743ec2,99,1-200,201-300,1
17,1,18719814.07393316,7341340.5,11378473.573933166,1529437.0,5811903.5,11376318.296104219,0.0,2155.2778289461703,3.6050000190734863,0.0,SOV|3:1,SOV|3|Dec:1;SOV|3|Nov:1,9,bc278e7235743ec2,99,1-200,201-300,1
17,3,16887150.962655816,5811903.5,11075247.462655822,0.0,5811903.5,11074169.823741352,0.0,1077.6389144730852,4.23199987411499,1.3235945980586094e-15,SOV|3:1,,9;105;143,bc278e7235743ec2,99,1-200,201-300,1
17,5,16584891.052688906,5811903.5,10772987.552688895,0.0,5811903.5,10771909.913774421,0.0,1077.6389144730852,7.196000099182129,8.014726691423276e-05,SOV|3:1,,9;16;100;105;143,bc278e7235743ec2,99,1-200,201-300,1
17,7,16031242.51080313,5811903.5,10219339.010803157,0.0,5811903.5,10218261.371888692,0.0,1077.6389144730852,12.57800006866455,1.7819783950244097e-05,SOV|3:1,,9;16;23;100;105;143;163,bc278e7235743ec2,99,1-200,201-300,1
17,9,15268163.296640104,5811903.5,9456259.796640107,0.0,5811903.5,9455182.157725638,0.0,1077.6389144730854,16.546000003814697,7.348090010865335e-05,SOV|3:1,,8;9;16;23;100;105;143;163;185,bc278e7235743ec2,99,1-200,201-300,1
17,12,15298782.237283394,5811903.5,9486878.737283394,0.0,5811903.5,9485801.098368913,0.0,1077.6389144730845,20.66100001335144,4.250553792893498e-05,SOV|3:1,,8;9;16;22;23;48;100;105;143;151;163;185,bc278e7235743ec2,99,1-200,201-300,1
18,1,15038670.336949022,5811903.5,9226766.836949015,0.0,5811903.5,9225689.198034542,0.0,1077.6389144730852,0.9489998817443848,0.0,SOV|3:1,,125,bc278e7235743ec2,99,1-200,201-300,1
18,3,15663448.270701153,5811903.5,9851544.77070115,0.0,5811903.5,9850467.13178668,0.0,1077.6389144730852,3.6040000915527344,6.81032984536509e-05,SOV|3:1,,125;152;164,bc278e7235743ec2,99,1-200,201-300,1
18,5,14506994.136815924,5811903.5,8695090.636815941,0.0,5811903.5,8694012.997901468,0.0,1077.6389144730852,7.276000022888184,3.4821911168769495e-05,SOV|3:1,,66;87;125;152;164,bc278e7235743ec2,99,1-200,201-300,1
18,7,15202301.073399613,5811903.5,9390397.57339961,0.0,5811903.5,9389319.934485145,0.0,1077.6389144730852,11.684000015258789,6.914166082276276e-05,SOV|3:1,,66;87;125;127;152;162;164,bc278e7235743ec2,99,1-200,201-300,1
18,9,16931178.83737006,5811903.5,11119275.337370021,0.0,5811903.5,11118197.698455552,0.0,1077.6389144730854,37.46400022506714,0.0,SOV|3:1,,45;66;87;125;127;130;152;162;164,bc278e7235743ec2,99,1-200,201-300,1
18,12,16763885.858032797,5811903.5,10951982.358032776,0.0,5811903.5,10950904.719118295,0.0,1077.6389144730845,54.93899989128113,4.391084938934127e-05,SOV|3:1,,45;66;83;87;125;127;130;143;152;162;164;173,bc278e7235743ec2,99,1-200,201-300,1
