case_id,coalition,coalition_size,bases,count,objective,first_stage_cost,second_stage_cost,charter_cost_ST,charter_cost_LT,charter_cost_mob,downtime_cost,travel_cost_S,travel_cost_M,runtime,MIPGap,eta,gamma_LT,gamma_ST,alpha,iss_scenarios,oos_scenarios,seed
BEG_spread,B,1,3;5;6;7,1000,21049461.94226595,6607900.0,14441561.942265945,5175000.0,905625.0,527275.0,14263885.583768556,110569.81871289831,67106.53978450767,0.5470153062343598,0.0056988350055376235,3:1,CTV|3:1,CTV|3|Apr:1;CTV|3|Dec:1;CTV|3|Mar:1;CTV|3|May:1;SOV|3|Aug:1;SOV|3|Dec:1;SOV|3|Feb:1;SOV|3|Jan:1;SOV|3|Nov:1;SOV|3|Oct:1;SOV|3|Sep:1,SOV1|3|Aug:1;SOV1|3|Dec:1;SOV1|3|Feb:1;SOV1|3|Jan:1;SOV1|3|Nov:1;SOV1|3|Oct:1;SOV1|3|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
BEG_spread,E,1,3;5;6;7,1000,18147390.69782314,7438200.0,10709190.6978231,6986250.0,0.0,451950.0,10412815.679220835,173734.9753522293,122640.04325008536,0.5180674834251404,0.008478532296360631,6:1,nan,CTV|6|Apr:3;CTV|6|Aug:1;CTV|6|Dec:1;CTV|6|Feb:1;CTV|6|Jan:1;CTV|6|Jul:2;CTV|6|Jun:2;CTV|6|Mar:1;CTV|6|May:2;CTV|6|Nov:1;CTV|6|Oct:1;CTV|6|Sep:1;SOV|6|Aug:1;SOV|6|Dec:1;SOV|6|Feb:1;SOV|6|Jan:1;SOV|6|Mar:1;SOV|6|Nov:1;SOV|6|Oct:1;SOV|6|Sep:1,SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Mar:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
BEG_spread,G,1,3;5;6;7,1000,12326233.402558291,6015075.0,6311158.402558305,4657500.0,905625.0,451950.0,6055985.263824338,184473.53185180912,70699.60688214672,0.5048740870952606,0.012521592151254835,7:1,CTV|7:1,CTV|7|Apr:1;CTV|7|Aug:1;CTV|7|Jul:1;CTV|7|Jun:1;CTV|7|May:1;CTV|7|Sep:1;SOV|7|Dec:1;SOV|7|Feb:1;SOV|7|Jan:1;SOV|7|Mar:1;SOV|7|Nov:1;SOV|7|Oct:1,SOV1|7|Dec:1;SOV1|7|Feb:1;SOV1|7|Jan:1;SOV1|7|Mar:1;SOV1|7|Nov:1;SOV1|7|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
BEG_spread,BE,2,3;5;6;7,1000,37329887.685225986,13895450.0,23434437.685226046,4916250.0,8150625.0,828575.0,22376500.070085566,518130.1054509658,539807.5096894793,2.3783453996181487,0.012517336344871312,5:1,CTV|5:1;SOV|5:1,CTV|5|Apr:2;CTV|5|Aug:2;CTV|5|Dec:1;CTV|5|Feb:1;CTV|5|Jan:1;CTV|5|Jul:2;CTV|5|Jun:2;CTV|5|Mar:2;CTV|5|May:2;CTV|5|Sep:2;SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
BEG_spread,BG,2,3;5;6;7,1000,32094133.669545926,11750125.0,20344008.669546127,2846250.0,8150625.0,753250.0,18779484.659768328,207221.51119996453,1357302.498577654,2.4821630113124846,0.007378976515355047,7:1,CTV|7:1;SOV|7:1,CTV|7|Oct:1;SOV|7|Dec:1;SOV|7|Feb:1;SOV|7|Jan:1;SOV|7|Nov:1,SOV1|7|Apr:1;SOV1|7|Aug:1;SOV1|7|Dec:1;SOV1|7|Feb:1;SOV1|7|Jan:1;SOV1|7|Jul:1;SOV1|7|Jun:1;SOV1|7|Mar:1;SOV1|7|May:1;SOV1|7|Nov:1;SOV1|7|Oct:1;SOV1|7|Sep:1;SOV2|7|Dec:1;SOV2|7|Feb:1;SOV2|7|Jan:1;SOV2|7|Nov:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
BEG_spread,EG,2,3;5;6;7,1000,28564117.379006203,9120075.0,19444042.379006267,517500.0,8150625.0,451950.0,18336450.109379586,282173.82688193105,825418.4427447036,2.0651258828639985,0.00819855995496706,7:1,CTV|7:1;SOV|7:1,CTV|7|Dec:1;CTV|7|Feb:1;CTV|7|Jan:1;CTV|7|Mar:1;CTV|7|Nov:1;CTV|7|Oct:1,SOV1|7|Apr:1;SOV1|7|Aug:1;SOV1|7|Dec:1;SOV1|7|Feb:1;SOV1|7|Jan:1;SOV1|7|Jul:1;SOV1|7|Jun:1;SOV1|7|Mar:1;SOV1|7|May:1;SOV1|7|Nov:1;SOV1|7|Oct:1;SOV1|7|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
BEG_spread,BEG,3,3;5;6;7,1000,48582251.9569393,16407625.0,32174626.95693953,258750.0,15395625.0,753250.0,29961784.87278328,264130.13162101066,1948711.9525351895,5.580543617010116,0.00957496742988771,7:1,CTV|7:1;SOV|7:2,CTV|7|Dec:1;CTV|7|Feb:1;CTV|7|Jan:1,SOV1|7|Apr:1;SOV1|7|Aug:1;SOV1|7|Dec:1;SOV1|7|Feb:1;SOV1|7|Jan:1;SOV1|7|Jul:1;SOV1|7|Jun:1;SOV1|7|Mar:1;SOV1|7|May:1;SOV1|7|Nov:1;SOV1|7|Oct:1;SOV1|7|Sep:1;SOV2|7|Apr:1;SOV2|7|Aug:1;SOV2|7|Dec:1;SOV2|7|Feb:1;SOV2|7|Jan:1;SOV2|7|Jul:1;SOV2|7|Jun:1;SOV2|7|Mar:1;SOV2|7|May:1;SOV2|7|Nov:1;SOV2|7|Oct:1;SOV2|7|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
