case_id,case_name,coalition,n_scenarios,instance,objective,mip_gap,runtime,n_variables,n_constraints,base_decision,gamma_LT_decision,gamma_ST_decision,wind_farms,bases,scenario_seeds,n_periods,days_per_period,one_base,n_vessels_ub_ST_multi,n_vessels_ub_ST_single,n_vessels_ub_LT_multi,n_vessels_ub_LT_single
W1_B3_V3_S4_T12,1W3B,A,4,1,20527544.070692685,0.0015814365120116172,13.97,104042,61437,1,SOV@1:1,none,A,"3,2,1","366,659,769,200",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,2,20479033.750025008,0.0013988646134886903,18.53,105054,61437,1,SOV@1:1,none,A,"3,2,1","459,17,651,147",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,3,22285779.493283603,0.001711289733139722,7.17,104172,61437,1,SOV@1:1,Jan|CTV@1:1,A,"3,2,1","53,319,52,835",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,4,16847142.393797264,0.0019969390286847196,5.45,104743,61437,1,SOV@1:1,"Jan|CTV@1:1, Dec|CTV@1:1",A,"3,2,1","344,606,51,517",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,5,18623036.785779662,0.0014226620846160888,17.72,104413,61437,1,SOV@1:1,none,A,"3,2,1","326,468,797,216",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,6,19106428.930752225,0.0015328196498371528,4.28,104838,61437,1,SOV@1:1,none,A,"3,2,1","586,369,103,594",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,7,19726847.651449185,0.0019265382648287204,8.21,103946,61437,1,SOV@1:1,Oct|CTV@1:1,A,"3,2,1","387,67,187,399",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,8,17650406.23313367,0.0019703538549428416,4.57,104448,61437,1,SOV@1:1,Jan|CTV@1:1,A,"3,2,1","412,910,665,986",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,9,17366908.78594897,0.0019988935509564283,6.33,104772,61437,1,SOV@1:1,"Nov|CTV@1:2, Dec|CTV@1:1",A,"3,2,1","672,314,796,565",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,10,19387653.634332642,0.001743756925725051,11.1,104406,61437,1,SOV@1:1,"Jan|CTV@1:1, Feb|CTV@1:1",A,"3,2,1","252,625,411,110",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,11,12296202.527937124,0.0016667089655190799,33.88,105495,61437,1,SOV@1:1,none,A,"3,2,1","420,815,406,723",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,12,16053917.795780044,0.0012516910243968592,18.99,105046,61437,1,SOV@1:1,none,A,"3,2,1","10,186,610,551",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,13,19084946.81700446,0.0007365441538404957,11.14,104596,61437,1,SOV@1:1,none,A,"3,2,1","714,941,549,420",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,14,17397054.405934174,0.00197697870646406,22.88,104719,61437,1,SOV@1:1,"Oct|CTV@1:1, Dec|CTV@1:1",A,"3,2,1","772,620,985,18",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,15,17155672.60697978,0.0018756514319428434,9.88,104586,61437,1,SOV@1:1,none,A,"3,2,1","699,357,878,684",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,16,16178930.001097908,0.0019064086439238698,21.59,104746,61437,1,SOV@1:1,Nov|CTV@1:1,A,"3,2,1","491,504,931,883",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,17,18555575.777788095,0.000853077726360446,19.2,104955,61437,1,SOV@1:1,Nov|SOV@1:1,A,"3,2,1","590,158,416,606",12,30,True,1,4,2,8
W1_B3_V3_S4_T12,1W3B,A,4,18,21298629.54005887,0.0001624572956707738,13.13,104207,61437,1,SOV@1:1,"Nov|SOV@1:1, Dec|CTV@1:1",A,"3,2,1","891,469,675,479",12,30,True,1,4,2,8
