case_id,case_name,coalition,n_scenarios,instance,objective,mip_gap,runtime,n_variables,n_constraints,base_decision,gamma_LT_decision,gamma_ST_decision,wind_farms,bases,scenario_seeds,n_periods,days_per_period,one_base,n_vessels_ub_ST_multi,n_vessels_ub_ST_single,n_vessels_ub_LT_multi,n_vessels_ub_LT_single
W1_B3_V3_S3_T12,1W3B,A,3,1,21076629.12966731,0.008240728325011971,10.79,78034,46111,1,SOV@1:1,Oct|CTV@1:1,A,"3,2,1","660,366,769",12,30,True,1,4,2,8
