wave_ctv,oneway_hours,oneway_hours_realized,oneway_km_realized,instance_id,iss_objective,iss_first_stage_cost,iss_second_stage_cost,iss_downtime_cost,iss_travel_cost_S,iss_travel_cost_M,oos_objective,ctv_lt_count,ctv_st_count,uses_ctv,gamma_LT,gamma_ST,solution_signature
1.5,2.0,1.997736669511238,69.92078343289333,3,17404916.827602044,5811903.5,11593013.327602178,11556654.52021695,0.0,36358.807385104534,18811884.190521456,0,0,0,SOV|3:1,,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1
1.5,2.0,1.997736669511238,69.92078343289333,4,21273687.397577718,5811903.5,15461783.897577848,15425425.09019262,0.0,36358.807385104534,18811884.190521456,0,0,0,SOV|3:1,,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1
1.5,2.0,1.997736669511238,69.92078343289333,5,19249300.23871167,5811903.5,13437396.738711817,13401037.931326589,0.0,36358.807385104534,18811884.190521456,0,0,0,SOV|3:1,,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1
1.5,2.0,1.997736669511238,69.92078343289333,6,18061690.50593848,5811903.5,12249787.005938603,12213428.198553374,0.0,36358.807385104534,18811884.190521456,0,0,0,SOV|3:1,,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1
1.6,0.5,0.49943861910963483,17.48035166883722,1,18760919.99334361,6576433.5,12184486.493343603,12173942.345216993,1454.3652588472573,9089.782867795333,19145620.63126496,0,4,1,SOV|3:1,CTV|3|Feb:3;CTV|3|Jan:1,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1;gamma_ST:CTV|3|Feb=3;gamma_ST:CTV|3|Jan=1
1.6,0.5,0.49943861910963483,17.48035166883722,2,19475072.70646253,6003036.0,13472036.706462521,13462219.740965333,727.1826294236283,9089.782867795333,18733217.473886367,0,1,1,SOV|3:1,CTV|3|Jan:1,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1;gamma_ST:CTV|3|Jan=1
1.6,0.5,0.49943861910963483,17.48035166883722,3,17324531.34512057,6003036.0,11321495.345120555,11311510.568247346,894.9940054444655,9089.782867795333,18687671.4783969,0,1,1,SOV|3:1,CTV|3|Dec:1,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1;gamma_ST:CTV|3|Dec=1
1.6,0.5,0.49943861910963483,17.48035166883722,4,21191915.19302201,6194168.5,14997746.693021996,14987370.356271407,1286.5538828264196,9089.782867795333,18769935.1558568,0,2,1,SOV|3:1,CTV|3|Jan:1;CTV|3|Nov:1,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1;gamma_ST:CTV|3|Jan=1;gamma_ST:CTV|3|Nov=1
1.6,0.5,0.49943861910963483,17.48035166883722,5,19222031.214194342,5811903.5,13410127.714194342,13401037.931326576,0.0,9089.782867795333,18784595.815285683,0,0,0,SOV|3:1,,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1
1.6,0.5,0.49943861910963483,17.48035166883722,6,17963448.767045546,6003036.0,11960412.767045531,11950651.738673683,671.2455040833493,9089.782867795333,18733217.473886367,0,1,1,SOV|3:1,CTV|3|Jan:1,alpha:SOV1|3|Apr=1;alpha:SOV1|3|Aug=1;alpha:SOV1|3|Dec=1;alpha:SOV1|3|Feb=1;alpha:SOV1|3|Jan=1;alpha:SOV1|3|Jul=1;alpha:SOV1|3|Jun=1;alpha:SOV1|3|Mar=1;alpha:SOV1|3|May=1;alpha:SOV1|3|Nov=1;alpha:SOV1|3|Oct=1;alpha:SOV1|3|Sep=1;eta:3=1;gamma_LT:SOV|3=1;gamma_ST:CTV|3|Jan=1
