case_id,coalition,coalition_size,bases,wind_farm,n_turbines,count,downtime_cost,potential_revenue,value_based_availability,travel_cost_S,failures,completed_tasks,completion_ratio,avg_total_backlog,max_total_backlog,backlog_task_days,downtime_turbine_hours,potential_turbine_hours,backlog_task_days_per_turbine_day,time_based_availability,time_availability_proxy,value_availability_proxy,iss_scenarios,oos_scenarios,seed
base_oos_501_1500,BCEF,4,3;5;6;7,B,70.0,1000,9711122.778033976,329579471.8353426,0.9705348069042188,0.0,1043.41,1043.41,1.0,1.4627166666666678,24.479,526.578,12637.872,604800.0,0.0208959523809523,0.9791040476190476,0.9791040476190476,0.9705348069042188,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCEF,4,3;5;6;7,C,80.0,1000,9275905.551352914,374136351.0733999,0.9752071523530385,0.0,1191.344,1191.3439999999985,0.9999999999999988,1.406638888909082,25.139,506.3900000072697,12153.36000017447,691200.0,0.0175829861113635,0.9824170138886364,0.9824170138886364,0.9752071523530385,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCEF,4,3;5;6;7,E,70.0,1000,7491443.363434011,330767044.78713214,0.9773513006162534,286658.53994799167,1045.03,1045.0299999999972,0.9999999999999972,1.0151666666331418,20.17499999998489,365.45999998793127,8771.03999971035,604800.0,0.014502380951902,0.985497619048098,0.985497619048098,0.9773513006162534,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCEF,4,3;5;6;7,F,50.0,1000,5538423.314336291,236262174.8479518,0.9765581463985904,160570.16388202357,741.91,741.91,1.0,0.7317222222235856,15.509,263.4200000004908,6322.080000011781,432000.0,0.0146344444444717,0.9853655555555284,0.9853655555555284,0.9765581463985904,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCEG,4,3;5;6;7,B,70.0,1000,9165223.806034371,329579471.8353426,0.9721911569461664,315110.5214175432,1043.41,1043.4100000000824,1.0000000000000788,1.3867638888690443,23.675,499.23499999285553,11981.639999828534,604800.0,0.0198109126981291,0.9801890873018708,0.9801890873018708,0.9721911569461664,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCEG,4,3;5;6;7,C,80.0,1000,8280559.7699387,374136351.0733999,0.9778675348006636,283299.53047253226,1191.344,1191.3439999999923,0.9999999999999936,1.2560194444531776,23.784,452.1670000031439,10852.008000075451,691200.0,0.0157002430556647,0.9842997569443352,0.9842997569443352,0.9778675348006636,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCEG,4,3;5;6;7,E,70.0,1000,7430204.719905714,330767044.78713214,0.9775364419248976,393120.7014291141,1045.03,1045.029999999858,0.9999999999998642,1.0788777777627705,20.20800000037034,388.3959999945972,9321.503999870336,604800.0,0.0154125396823252,0.9845874603176747,0.9845874603176747,0.9775364419248976,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCEG,4,3;5;6;7,G,60.0,1000,5125665.978501162,286727718.3380234,0.9821235770011656,0.0,894.73,894.7299999994649,0.999999999999402,0.938094444396346,14.803,337.71399998268413,8105.13599958442,518400.0,0.0156349074066057,0.9843650925933942,0.9843650925933942,0.9821235770011656,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCFG,4,3;5;6;7,B,70.0,1000,8726558.84780308,329579471.8353426,0.9735221408080814,172535.26821714133,1043.41,1043.4099999999612,0.9999999999999628,1.2499249999973605,23.391999999135784,449.9729999990503,10799.351999977209,604800.0,0.0178560714285337,0.9821439285714664,0.9821439285714664,0.9735221408080814,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
base_oos_501_1500,BCFG,4,3;5;6;7,C,80.0,1000,8224779.84632761,374136351.0733999,0.9780166246270092,254354.3879731004,1191.344,1191.34399999997,0.9999999999999748,1.21157499996965,23.9,436.1669999890744,10468.007999737789,691200.0,0.0151446874996206,0.9848553125003794,0.9848553125003794,0.9780166246270092,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20
