case_id,coalition,coalition_size,bases,count,objective,first_stage_cost,second_stage_cost,charter_cost_ST,charter_cost_LT,charter_cost_mob,downtime_cost,travel_cost_S,travel_cost_M,runtime,MIPGap,eta,gamma_LT,gamma_ST,alpha,iss_scenarios,oos_scenarios,seed,standalone_cost,synergy
base_oos_501_1500,BFG,3,3;5;6;7,1000,33929838.41824931,12785125.0,21144713.418249577,3881250.0,8150625.0,753250.0,18744360.66754253,631968.1664615864,1768384.584245134,5.2729621803760525,0.0106523333037727,7:1,CTV|7:1;SOV|7:1,CTV|7|Apr:1;CTV|7|Aug:1;CTV|7|Dec:1;CTV|7|Feb:1;CTV|7|Jan:1;CTV|7|Jul:1;CTV|7|Jun:1;CTV|7|Mar:2;CTV|7|May:1;CTV|7|Nov:1;CTV|7|Oct:1;CTV|7|Sep:1;SOV|7|Dec:1;SOV|7|Feb:1;SOV|7|Jan:1;SOV|7|Nov:1,SOV1|7|Apr:1;SOV1|7|Aug:1;SOV1|7|Dec:1;SOV1|7|Feb:1;SOV1|7|Jan:1;SOV1|7|Jul:1;SOV1|7|Jun:1;SOV1|7|Mar:1;SOV1|7|May:1;SOV1|7|Nov:1;SOV1|7|Oct:1;SOV1|7|Sep:1;SOV2|7|Dec:1;SOV2|7|Feb:1;SOV2|7|Jan:1;SOV2|7|Nov:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,35683579.08691131,0.0516872685051971
base_oos_501_1500,CDE,3,3;5;6;7,1000,41712806.71060393,14240450.0,27472356.710604127,3450000.0,9961875.0,828575.0,26465842.26727819,499734.7392597426,506779.7040660536,6.651451898813248,0.0097656805024767,5:1,CTV|5:3;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,47338146.08072913,0.13485880749173285
base_oos_501_1500,CDF,3,3;5;6;7,1000,40534630.85154353,13421075.0,27113555.851543725,3536250.0,9056250.0,828575.0,25760497.17383585,337248.8254606192,1015809.8522470936,7.018920137405395,0.0113442559587665,5:1,CTV|5:2;SOV|5:1,CTV|5|Dec:1;SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,43928296.079033405,0.08372261338505925
base_oos_501_1500,CDG,3,3;5;6;7,1000,39595167.859796464,14111075.0,25484092.859796703,4226250.0,9056250.0,828575.0,23629263.23995564,325529.5898097717,1529300.0300310294,7.49266158747673,0.0100291554633727,5:1,CTV|5:2;SOV|5:1,CTV|5|Mar:1;SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,42465589.604186706,0.07249424360452748
base_oos_501_1500,CEF,3,3;5;6;7,1000,36811072.05749124,13259500.0,23551572.057491504,3450000.0,9056250.0,753250.0,22266354.570008915,388918.2813607894,896299.206121501,5.166813849925995,0.0096355385299745,6:1,CTV|6:2;SOV|6:1,SOV|6|Dec:1;SOV|6|Feb:1;SOV|6|Jan:1;SOV|6|Nov:1;SOV|6|Oct:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Nov:1;SOV2|6|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,40842422.5990856,0.10951461927808635
base_oos_501_1500,CEG,3,3;5;6;7,1000,36509727.66625302,13949500.0,22560227.66625329,4140000.0,9056250.0,753250.0,20362025.34467915,620621.8497243411,1577580.4718495652,8.124073749542235,0.0128743668526923,5:1,CTV|5:2;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,39379716.1242389,0.07860887060624913
base_oos_501_1500,CFG,3,3;5;6;7,1000,33617739.329207845,13119200.0,20498539.32920816,4140000.0,8150625.0,828575.0,18235540.73631433,587819.9307844051,1675178.6621091478,5.751715119838715,0.0102267649165552,7:1,CTV|7:1;SOV|7:1,CTV|7|Apr:1;CTV|7|Aug:1;CTV|7|Dec:1;CTV|7|Jul:1;CTV|7|Jun:1;CTV|7|Mar:1;CTV|7|May:1;CTV|7|Sep:1;SOV|7|Dec:1;SOV|7|Feb:1;SOV|7|Jan:1;SOV|7|Nov:1;SOV|7|Oct:1,SOV1|7|Apr:1;SOV1|7|Aug:1;SOV1|7|Dec:1;SOV1|7|Feb:1;SOV1|7|Jan:1;SOV1|7|Jul:1;SOV1|7|Jun:1;SOV1|7|Mar:1;SOV1|7|May:1;SOV1|7|Nov:1;SOV1|7|Oct:1;SOV1|7|Sep:1;SOV2|7|Dec:1;SOV2|7|Feb:1;SOV2|7|Jan:1;SOV2|7|Nov:1;SOV2|7|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,35969866.12254318,0.06996683418541927
base_oos_501_1500,DEF,3,3;5;6;7,1000,38672368.25832669,13259500.0,25412868.258326955,3450000.0,9056250.0,753250.0,24254018.729121536,438028.9588641155,720820.5703411157,5.98181583237648,0.0102172138789897,6:1,CTV|6:2;SOV|6:1,SOV|6|Dec:1;SOV|6|Feb:1;SOV|6|Jan:1;SOV|6|Nov:1;SOV|6|Oct:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Nov:1;SOV2|6|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,42184841.05178139,0.09082642081787747
base_oos_501_1500,DEG,3,3;5;6;7,1000,37868576.37281843,14639500.0,23229076.37281861,4830000.0,9056250.0,753250.0,21391093.05324012,421134.9476845234,1416848.3718938911,7.224516652822494,0.0118320594956823,5:1,CTV|5:2;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,40722134.5769347,0.0753542508707699
base_oos_501_1500,DFG,3,3;5;6;7,1000,35815029.055530526,12957625.0,22857404.055530906,4053750.0,8150625.0,753250.0,20769895.10400809,588761.2331822165,1498747.718340248,5.589018224477768,0.0103536555356177,7:1,CTV|7:1;SOV|7:1,CTV|7|Apr:1;CTV|7|Aug:1;CTV|7|Jul:1;CTV|7|Jun:1;CTV|7|Mar:1;CTV|7|May:1;CTV|7|Sep:1;SOV|7|Dec:1;SOV|7|Feb:1;SOV|7|Jan:1;SOV|7|Nov:1;SOV|7|Oct:1,SOV1|7|Apr:1;SOV1|7|Aug:1;SOV1|7|Dec:1;SOV1|7|Feb:1;SOV1|7|Jan:1;SOV1|7|Jul:1;SOV1|7|Jun:1;SOV1|7|Mar:1;SOV1|7|May:1;SOV1|7|Nov:1;SOV1|7|Oct:1;SOV1|7|Sep:1;SOV2|7|Dec:1;SOV2|7|Feb:1;SOV2|7|Jan:1;SOV2|7|Nov:1;SOV2|7|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,37312284.57523898,0.041805229792972895
base_oos_501_1500,EFG,3,3;5;6;7,1000,31777791.27677876,13259500.0,18518291.276778743,3450000.0,9056250.0,753250.0,17282252.627392627,380363.1883379245,855675.461048177,5.375811074972153,0.0098775393538063,6:1,CTV|6:2;SOV|6:1,SOV|6|Dec:1;SOV|6|Feb:1;SOV|6|Jan:1;SOV|6|Nov:1;SOV|6|Oct:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Nov:1;SOV2|6|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,34226411.095291175,0.0770544370810854
base_oos_501_1500,BCDE,4,3;5;6;7,1000,55454018.22374777,15911400.0,39542618.22374777,4140000.0,10867500.0,903900.0,37985302.92612574,889829.5344005157,667485.7632215476,13.307247894287109,0.0118128660921775,5:1,CTV|5:4;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,62964919.930192366,0.13544377751201644
base_oos_501_1500,BCDF,4,3;5;6;7,1000,54951778.95267663,16169575.0,38782203.95267689,5002500.0,9961875.0,1205200.0,36824397.35487241,682183.9855606692,1275622.6122436095,18.953594809770586,0.0139932371402225,5:1,CTV|5:3;SOV|5:1,CTV|5|Dec:1;CTV|5|Jan:1;SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,59555069.928496644,0.08376964428729913
base_oos_501_1500,BCDG,4,3;5;6;7,1000,54027956.93426076,16988950.0,37039006.93426108,6727500.0,9056250.0,1205200.0,34532891.5992598,667173.4023421943,1838941.932658856,21.23492039704323,0.0129875324930506,5:1,CTV|5:2;SOV|5:1,CTV|5|Apr:1;CTV|5|Aug:1;CTV|5|Dec:2;CTV|5|Feb:1;CTV|5|Jan:1;CTV|5|Jul:1;CTV|5|Jun:2;CTV|5|Mar:1;CTV|5|May:1;CTV|5|Nov:1;CTV|5|Oct:1;CTV|5|Sep:1;SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,58092363.45364995,0.07522784036299227
base_oos_501_1500,BCEF,4,3;5;6;7,1000,52811737.10918672,18713950.0,34097787.10918703,1207500.0,16301250.0,1205200.0,32016895.007157218,447228.703830022,1633663.3981995815,11.96148416852951,0.0100377313407365,6:1,CTV|6:2;SOV|6:2,CTV|6|Dec:2;CTV|6|Jan:2;CTV|6|Nov:1;CTV|6|Oct:1;SOV|6|Feb:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1;SOV3|6|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,56469196.44854884,0.06925466836662525
base_oos_501_1500,BCEG,4,3;5;6;7,1000,50163539.5848065,17301750.0,32861789.584806688,6210000.0,9961875.0,1129875.0,30001654.27437991,991530.7533191897,1868604.557107448,17.68037501716614,0.0127454222354024,5:1,CTV|5:3;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:2;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1;SOV3|5|Jan:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,55006489.97370215,0.0965432349666664
base_oos_501_1500,BCFG,4,3;5;6;7,1000,48557162.15367721,17302325.0,31254837.15367696,172500.0,16301250.0,828575.0,27997493.64294126,426889.6561902413,2830453.8545458894,19.08983358621597,0.0122403770377475,3:1,CTV|3:2;SOV|3:2,CTV|3|Dec:1;CTV|3|Jan:1,SOV1|3|Apr:1;SOV1|3|Aug:1;SOV1|3|Dec:1;SOV1|3|Feb:1;SOV1|3|Jan:1;SOV1|3|Jul:1;SOV1|3|Jun:1;SOV1|3|Mar:1;SOV1|3|May:1;SOV1|3|Nov:1;SOV1|3|Oct:1;SOV1|3|Sep:1;SOV2|3|Apr:1;SOV2|3|Aug:1;SOV2|3|Dec:1;SOV2|3|Feb:1;SOV2|3|Jan:1;SOV2|3|Jul:1;SOV2|3|Jun:1;SOV2|3|Mar:1;SOV2|3|May:1;SOV2|3|Nov:1;SOV2|3|Oct:1;SOV2|3|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,51596639.972006425,0.06259587017687847
base_oos_501_1500,BDEF,4,3;5;6;7,1000,53287365.29916212,16331150.0,36956215.29916241,5088750.0,9961875.0,1280525.0,34752247.97529868,879198.0703222189,1324769.2535411948,16.848567689180374,0.0136217320710502,5:1,CTV|5:3;SOV|5:1,CTV|5|Dec:1;CTV|5|Jan:1;CTV|5|Mar:1;SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,57811614.90124464,0.08490285786664065
base_oos_501_1500,BDEG,4,3;5;6;7,1000,50836977.856252335,15620450.0,35216527.856252335,4830000.0,9961875.0,828575.0,32484795.984409194,872333.6169026162,1859398.2549404693,18.720622257471085,0.0138325035450512,5:1,CTV|5:3;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,56348908.42639795,0.10842364756086131
base_oos_501_1500,BDFG,4,3;5;6;7,1000,50859905.85079783,17647325.0,33212580.850798152,517500.0,16301250.0,828575.0,30255589.850275006,511335.4555964939,2445655.5449262834,20.909032659053803,0.0138541101184474,5:1,CTV|5:2;SOV|5:2,CTV|5|Dec:1;CTV|5|Feb:1;CTV|5|Jan:1;CTV|5|Mar:1;CTV|5|Nov:1;CTV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,52939058.42470222,0.04087999258205022
base_oos_501_1500,BEFG,4,3;5;6;7,1000,47103843.56659121,20115800.0,26988043.566591583,2760000.0,16301250.0,1054550.0,25025075.708762605,393985.1065232148,1568982.7513053922,12.216728078365326,0.0091228664089246,6:1,CTV|6:2;SOV|6:2,SOV|6|Dec:1;SOV|6|Feb:1;SOV|6|Jan:1;SOV|6|Nov:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1;SOV3|6|Dec:1;SOV3|6|Feb:1;SOV3|6|Jan:1;SOV3|6|Nov:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,49853184.944754414,0.05836766535360177
base_oos_501_1500,CDEF,4,3;5;6;7,1000,52398875.81827733,18681750.0,33717125.818277426,7590000.0,9961875.0,1129875.0,31902212.146346617,661822.8532865419,1153090.818644193,16.111400081157683,0.0112800787800833,5:1,CTV|5:3;SOV|5:1,SOV|5|Dec:2;SOV|5|Feb:2;SOV|5|Jan:2;SOV|5|Mar:1;SOV|5|Nov:2;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,58097901.936876506,0.10876237380289923
base_oos_501_1500,CDEG,4,3;5;6;7,1000,50664753.117401786,16029850.0,34634903.11740185,5088750.0,9961875.0,979225.0,32133925.85979153,757031.7517663456,1743945.5058439928,17.093587980270385,0.0126328557094361,5:1,CTV|5:3;SOV|5:1,CTV|5|Dec:2;CTV|5|Jan:1;SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,56635195.462029815,0.11784212844762418
base_oos_501_1500,CDFG,4,3;5;6;7,1000,50391510.50524807,17797975.0,32593535.50524841,517500.0,16301250.0,979225.0,29875933.076805662,416130.5876181704,2301471.840824327,16.240706823110582,0.0117601090035765,5:1,CTV|5:2;SOV|5:2,CTV|5|Dec:2;CTV|5|Jan:2;CTV|5|Oct:1;CTV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,53225345.46033409,0.05623635661389611
base_oos_501_1500,CEFG,4,3;5;6;7,1000,46782270.77598855,17625475.0,29156795.77598897,345000.0,16301250.0,979225.0,27074644.664954748,460735.1973365547,1621415.9136972665,10.789504556417466,0.0115370048984468,6:1,CTV|6:2;SOV|6:2,CTV|6|Dec:3;CTV|6|Jan:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,50139471.98038629,0.0717622541341207
base_oos_501_1500,DEFG,4,3;5;6;7,1000,48306248.63534519,17474825.0,30831423.63534551,345000.0,16301250.0,828575.0,28891898.13721411,518684.7967082307,1420840.7014228953,10.64683402442932,0.0114221355574652,6:1,CTV|6:2;SOV|6:2,CTV|6|Dec:1;CTV|6|Feb:1;CTV|6|Jan:1;CTV|6|Nov:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,501-1500,20,51481890.43308208,0.0657397725439045
