coalition,coalition_size,method,bases,objective,standalone_cost,synergy,first_stage_cost,second_stage_cost,charter_cost_ST,charter_cost_LT,charter_cost_mob,downtime_cost,travel_cost_S,travel_cost_M,Con_total_runtime,Con_eta_runtime,Con_gamma_LT_runtime,Con_gamma_ST_runtime,Con_Master_runtime,runtime,MIPGap,has_solution,status,eta,gamma_LT,gamma_ST,alpha,scenarios,seed,node_id,num_nodes
BCDE,4,con_mp,3;5;6;7,55958574.16041209,63289818.69866069,0.13101199678949452,15911400.0,40047174.16040497,4140000.0,10867500.0,903900.0,38455750.09504207,877935.0345258305,713489.030844049,2226.4507536720484,461.445519046858,93.88598195835948,0.0376100018620491,1637.6001739501953,1637.6001739501953,0.0184750791623402,True,2,5:1,CTV|5:4;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,1,4
BCDF,4,con_mp,3;5;6;7,54642741.10294398,59344837.81669104,0.08605162586716807,16169575.0,38473166.102939226,5002500.0,9961875.0,1205200.0,36457401.17595573,683384.8099290443,1332380.1170595663,4590.914982955903,2531.573149042204,137.01349407993257,0.0406351648271083,1890.140170097351,1890.140170097351,0.0152194847693899,True,2,5:1,CTV|5:3;SOV|5:1,CTV|5|Dec:1;CTV|5|Jan:1;SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,2,4
BCDG,4,con_mp,3;5;6;7,53154002.81907328,57495144.42939842,0.08167101968033535,16988950.0,36165052.81906536,6727500.0,9056250.0,1205200.0,33661498.773450546,672523.0199023997,1831031.0257194676,10591.957359187303,1984.5168203730136,197.86370207183063,0.0406850632280111,8377.553062915802,8377.553062915802,0.0045282764016581,True,2,5:1,CTV|5:2;SOV|5:1,CTV|5|Apr:1;CTV|5|Aug:1;CTV|5|Dec:2;CTV|5|Feb:1;CTV|5|Jan:1;CTV|5|Jul:1;CTV|5|Jun:2;CTV|5|Mar:1;CTV|5|May:1;CTV|5|Nov:1;CTV|5|Oct:1;CTV|5|Sep:1;SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,3,4
BCEF,4,con_mp,3;5;6;7,52873973.55201026,56937269.8767245,0.07684870365790297,18713950.0,34160023.552011505,1207500.0,16301250.0,1205200.0,32038387.392058827,449952.4351189471,1671683.7248319634,5837.036826919764,4074.908665033057,53.87517027743161,0.0411707609891891,1675.3300070762634,1675.3300070762634,0.0148640441075384,True,2,6:1,CTV|6:2;SOV|6:2,CTV|6|Dec:2;CTV|6|Jan:2;CTV|6|Nov:1;CTV|6|Oct:1;SOV|6|Feb:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1;SOV3|6|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,4
BCEG,4,con_mp,3;5;6;7,50204002.66532087,55087576.48943187,0.0972745909657199,17301750.0,32902252.665316854,6210000.0,9961875.0,1129875.0,29972789.442760352,984527.9189851964,1944935.303575,7664.004211300984,3560.3656068015844,195.50424681045115,0.0165536776185035,3874.773187875748,3874.773187875748,0.0172754300392634,True,2,5:1,CTV|5:3;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:2;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1;SOV3|5|Jan:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,1,4
BCFG,4,con_mp,3;5;6;7,48587987.41355475,51142595.60746223,0.052576950186555976,17302325.0,31285662.41355333,172500.0,16301250.0,828575.0,27963402.08304401,424383.9984022799,2897876.3321088147,11981.67192037776,6474.416385119781,181.13339202851057,0.0384791046380996,5294.207900047302,5294.207900047302,0.0012988976655744,True,2,3:1,CTV|3:2;SOV|3:2,CTV|3|Dec:1;CTV|3|Jan:1,SOV1|3|Apr:1;SOV1|3|Aug:1;SOV1|3|Dec:1;SOV1|3|Feb:1;SOV1|3|Jan:1;SOV1|3|Jul:1;SOV1|3|Jun:1;SOV1|3|Mar:1;SOV1|3|May:1;SOV1|3|Nov:1;SOV1|3|Oct:1;SOV1|3|Sep:1;SOV2|3|Apr:1;SOV2|3|Aug:1;SOV2|3|Dec:1;SOV2|3|Feb:1;SOV2|3|Jan:1;SOV2|3|Jul:1;SOV2|3|Jun:1;SOV2|3|Mar:1;SOV2|3|May:1;SOV2|3|Nov:1;SOV2|3|Oct:1;SOV2|3|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,2,4
BDEF,4,con_mp,3;5;6;7,53912806.4841276,58197017.846400544,0.07946556007122815,16331150.0,37581656.4841184,5088750.0,9961875.0,1280525.0,35300513.21078592,873781.9991170143,1407361.2742240473,5771.560896990821,2518.331590021029,182.15129945985973,0.0377031918615102,3039.190201997757,3039.190201997757,0.0199990188571143,True,2,5:1,CTV|5:3;SOV|5:1,CTV|5|Dec:1;CTV|5|Jan:1;CTV|5|Mar:1;SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,3,4
BDEG,4,con_mp,3;5;6;7,51250114.463272855,56347324.45910792,0.09945753388488249,15620450.0,35629664.463269755,4830000.0,9961875.0,828575.0,32846064.93640031,862578.9211176911,1921020.6057543915,4499.969323923811,1898.3652689121664,137.21159414760768,0.0353302862495183,2430.9115900993347,2430.9115900993347,0.0158741963594289,True,2,5:1,CTV|5:3;SOV|5:1,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,4
BDFG,4,con_mp,3;5;6;7,51088005.52477932,52402343.577138275,0.025726939990277347,17647325.0,33440680.524775017,517500.0,16301250.0,828575.0,30418544.203620862,510713.70294727833,2511422.618210908,12926.931605087591,5566.031667843461,384.5607858281583,0.0412843562662601,6944.424551010132,6944.424551010132,0.0051167431182093,True,2,5:1,CTV|5:2;SOV|5:2,CTV|5|Dec:1;CTV|5|Feb:1;CTV|5|Jan:1;CTV|5|Mar:1;CTV|5|Nov:1;CTV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,1,4
BEFG,4,con_mp,3;5;6;7,47858046.57266776,49994775.63717173,0.044647226903830134,20115800.0,27742246.572670072,2760000.0,16301250.0,1054550.0,25734659.69582028,395681.9988331796,1611904.878014217,9705.41890662536,5125.042204247788,81.65576226264238,0.0399063453078269,4467.101166009903,4467.101166009903,0.0199989758630486,True,2,6:1,CTV|6:2;SOV|6:2,SOV|6|Dec:1;SOV|6|Feb:1;SOV|6|Jan:1;SOV|6|Nov:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1;SOV3|6|Dec:1;SOV3|6|Feb:1;SOV3|6|Jan:1;SOV3|6|Nov:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,2,4
CDEF,4,con_mp,3;5;6;7,53523481.39763053,59259090.77673295,0.10716061865430783,18681750.0,34841731.39762347,7590000.0,9961875.0,1129875.0,32999206.63980212,661098.4627457532,1181426.2950823894,6970.080464035273,2606.824598167092,146.17796719446778,0.0399244707077741,4184.841678857803,4184.841678857803,0.0155816653241671,True,2,5:1,CTV|5:3;SOV|5:1,SOV|5|Dec:2;SOV|5|Feb:2;SOV|5|Jan:2;SOV|5|Mar:1;SOV|5|Nov:2;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,3,4
CDEG,4,con_mp,3;5;6;7,51706946.90174799,57409397.38944033,0.1102840300845449,16029850.0,35677096.90174416,5088750.0,9961875.0,979225.0,33140812.69968036,747791.2879546734,1788492.9141127262,2789.0997380912304,1531.313504051417,222.23939425311983,0.0527246836572885,1001.9255049228668,1001.9255049228668,0.0198537287939567,True,2,5:1,CTV|5:3;SOV|5:1,CTV|5|Dec:2;CTV|5|Jan:1;SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Mar:1;SOV|5|Nov:1;SOV|5|Oct:1;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,4
CDFG,4,con_mp,3;5;6;7,51338281.24686034,53464416.50747068,0.0414142275310467,17797975.0,33540306.24685184,517500.0,16301250.0,979225.0,30771813.33378758,408041.2360014009,2360451.677071133,12897.459608662874,7467.672127336264,236.86466027796268,0.0381148532032966,5159.340705871582,5159.340705871582,0.01792639612533,True,2,5:1,CTV|5:2;SOV|5:2,CTV|5|Dec:2;CTV|5|Jan:2;CTV|5|Oct:1;CTV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,1,4
CEFG,4,con_mp,3;5;6;7,47805095.0211657,51056848.56750414,0.06802106647625583,17625475.0,30179620.02116514,345000.0,16301250.0,979225.0,28056816.196379032,461533.8923496215,1661269.932437054,6812.206120185554,5599.827009370551,69.76277589797974,0.0412927698343992,1110.0465240478516,1110.0465240478516,0.0183308967587669,True,2,6:1,CTV|6:2;SOV|6:2,CTV|6|Dec:3;CTV|6|Jan:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,2,4
DEFG,4,con_mp,3;5;6;7,49393832.56514101,52316596.537180185,0.05917265011142053,17474825.0,31919007.56514141,345000.0,16301250.0,828575.0,29949886.933895998,516523.5151997848,1452597.11604504,5381.443257482722,4099.730333628133,57.689783403649926,0.0408575367182493,1191.740292072296,1191.740292072296,0.0110217577020016,True,2,6:1,CTV|6:2;SOV|6:2,CTV|6|Dec:1;CTV|6|Feb:1;CTV|6|Jan:1;CTV|6|Nov:1,SOV1|6|Apr:1;SOV1|6|Aug:1;SOV1|6|Dec:1;SOV1|6|Feb:1;SOV1|6|Jan:1;SOV1|6|Jul:1;SOV1|6|Jun:1;SOV1|6|Mar:1;SOV1|6|May:1;SOV1|6|Nov:1;SOV1|6|Oct:1;SOV1|6|Sep:1;SOV2|6|Apr:1;SOV2|6|Aug:1;SOV2|6|Dec:1;SOV2|6|Feb:1;SOV2|6|Jan:1;SOV2|6|Jul:1;SOV2|6|Jun:1;SOV2|6|Mar:1;SOV2|6|May:1;SOV2|6|Nov:1;SOV2|6|Oct:1;SOV2|6|Sep:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,3,4
BCDEF,5,con_mp,3;5;6;7,66550958.59947538,74257008.75380243,0.11579172286164191,20352700.0,46198258.599467866,8280000.0,10867500.0,1205200.0,43663502.35307487,1048286.1513600682,1486470.0950405225,11510.511278547348,6599.262459687889,403.7833483815193,0.0405347030609846,4463.000602006912,4463.000602006912,0.0168799844521788,True,2,5:1,CTV|5:4;SOV|5:1,SOV|5|Dec:2;SOV|5|Feb:2;SOV|5|Jan:2;SOV|5|Mar:1;SOV|5|Nov:2;SOV|5|Oct:2;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1;SOV3|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,4
BCDEF,5,con_mp,3;5;6;7,66550958.59947538,74257008.75380243,0.11579172286164191,20352700.0,46198258.599467866,8280000.0,10867500.0,1205200.0,43663502.35307487,1048286.1513600682,1486470.0950405225,11510.511278547348,6599.262459687889,403.7833483815193,0.0405347030609846,4463.000602006912,4463.000602006912,0.0168799844521788,True,2,5:1,CTV|5:4;SOV|5:1,SOV|5|Dec:2;SOV|5|Feb:2;SOV|5|Jan:2;SOV|5|Mar:1;SOV|5|Nov:2;SOV|5|Oct:2;SOV|5|Sep:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Mar:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1;SOV3|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,4
BCDEG,5,con_mp,3;5;6;7,64888740.58178895,72407315.36650981,0.11586871184907774,22886150.0,42002590.58178653,4398750.0,17206875.0,1280525.0,39174391.54561998,845365.9363792602,1982833.099790747,31184.8693850562,5669.892086416483,389.5137610249221,0.0334273986518383,25016.99468898773,25016.99468898773,0.0112038794616668,True,2,5:1,CTV|5:3;SOV|5:2,CTV|5|Apr:1;CTV|5|Aug:1;CTV|5|Dec:2;CTV|5|Feb:1;CTV|5|Jan:2;CTV|5|Jul:1;CTV|5|Jun:1;CTV|5|Mar:1;CTV|5|May:1;SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1;SOV3|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,3
BCDEG,5,con_mp,3;5;6;7,64888740.58178895,72407315.36650981,0.11586871184907774,22886150.0,42002590.58178653,4398750.0,17206875.0,1280525.0,39174391.54561998,845365.9363792602,1982833.099790747,31184.8693850562,5669.892086416483,389.5137610249221,0.0334273986518383,25016.99468898773,25016.99468898773,0.0112038794616668,True,2,5:1,CTV|5:3;SOV|5:2,CTV|5|Apr:1;CTV|5|Aug:1;CTV|5|Dec:2;CTV|5|Feb:1;CTV|5|Jan:2;CTV|5|Jul:1;CTV|5|Jun:1;CTV|5|Mar:1;CTV|5|May:1;SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1;SOV3|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,3
BCDFG,5,con_mp,3;5;6;7,64261233.37401682,68462334.48454016,0.0653753575825702,22422125.0,41839108.37400809,3708750.0,17206875.0,1506500.0,38497017.52221841,695920.0162325876,2646170.8355661044,40015.33113484457,19966.57432968542,841.4380454495549,0.0333996638655662,19095.992708921432,19095.992708921432,0.0173151410560068,True,2,5:1,CTV|5:3;SOV|5:2,CTV|5|Dec:1;CTV|5|Jan:1;CTV|5|Nov:1;SOV|5|Dec:1;SOV|5|Feb:2;SOV|5|Jan:1;SOV|5|Nov:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1;SOV4|5|Feb:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,0,1
BCEFG,5,con_mp,3;5;6;7,62296988.91689325,66054766.54457362,0.06032037331199745,21786750.0,40510238.91689268,3450000.0,17206875.0,1129875.0,36897701.95002925,1057276.179859591,2555260.7870046245,30343.07673988864,14491.89636353962,492.784343983978,0.0393614619970321,15314.128534078598,15314.128534078598,0.0157591626790291,True,2,5:1,CTV|5:3;SOV|5:2,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1;SOV3|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,3,4
BCEFG,5,con_mp,3;5;6;7,62296988.91689325,66054766.54457362,0.06032037331199745,21786750.0,40510238.91689268,3450000.0,17206875.0,1129875.0,36897701.95002925,1057276.179859591,2555260.7870046245,30343.07673988864,14491.89636353962,492.784343983978,0.0393614619970321,15314.128534078598,15314.128534078598,0.0157591626790291,True,2,5:1,CTV|5:3;SOV|5:2,SOV|5|Dec:1;SOV|5|Feb:1;SOV|5|Jan:1;SOV|5|Nov:1;SOV|5|Oct:1,SOV1|5|Apr:1;SOV1|5|Aug:1;SOV1|5|Dec:1;SOV1|5|Feb:1;SOV1|5|Jan:1;SOV1|5|Jul:1;SOV1|5|Jun:1;SOV1|5|Mar:1;SOV1|5|May:1;SOV1|5|Nov:1;SOV1|5|Oct:1;SOV1|5|Sep:1;SOV2|5|Apr:1;SOV2|5|Aug:1;SOV2|5|Dec:1;SOV2|5|Feb:1;SOV2|5|Jan:1;SOV2|5|Jul:1;SOV2|5|Jun:1;SOV2|5|Mar:1;SOV2|5|May:1;SOV2|5|Nov:1;SOV2|5|Oct:1;SOV2|5|Sep:1;SOV3|5|Dec:1;SOV3|5|Feb:1;SOV3|5|Jan:1;SOV3|5|Nov:1;SOV3|5|Oct:1,18;36;50;60;120;123;128;137;171;203;226;258;332;434;439,20,3,4
