case_id,case_name,coalition,n_scenarios,instance,objective,mip_gap,runtime,n_variables,n_constraints,base_decision,gamma_LT_decision,gamma_ST_decision,wind_farms,bases,scenario_seeds,n_periods,days_per_period,one_base,n_vessels_ub_ST_multi,n_vessels_ub_ST_single,n_vessels_ub_LT_multi,n_vessels_ub_LT_single
W2_B2_V6_S50_T3,mini,BA,50,1,9064188.507722411,0.009835869476582887,36.3,63625,26170,1,"CTV@1:1, SOV@1:1","Feb|SOV@1:1, Mar|CTV@1:1","B,A","3,1","782,85,397,50,439,580,322,51,414,142,387,348,441,466,667,254,320,262,539,187,460,733,901,336,629,626,950,246,590,316,889,349,587,16,190,504,808,365,223,102,385,821,631,212,49,309,905,511,160,67",3,20,True,2,6,4,12
