date,ISO3,price
2025-02-18,DEU,133.22
2025-02-18,NLD,130.26
2025-02-18,GBR,129.38
2025-02-19,DNK,107.68
2025-02-19,DEU,110.83
2025-02-19,NLD,109.23
2025-02-19,GBR,119.71
2025-02-20,DNK,66.41
2025-02-20,DEU,98.78
2025-02-20,NLD,96.49
2025-02-20,GBR,104.92
2025-02-21,DNK,71.11
2025-02-21,DEU,90.07
2025-02-21,NLD,84.02
2025-02-21,GBR,77.63
2025-02-22,DNK,65.96
2025-02-22,DEU,71.86
2025-02-22,NLD,87.92
2025-02-22,GBR,95.58
2025-02-23,DNK,75.5
2025-02-23,DEU,85.55
2025-02-23,NLD,79.17
2025-02-23,GBR,68.18
2025-02-24,DNK,49.93
2025-02-24,DEU,91.09
2025-02-24,NLD,81.97
2025-02-24,GBR,87.7
2025-02-25,DNK,137.55
2025-02-25,DEU,141.17
2025-02-25,NLD,134.96
2025-02-25,GBR,117.8
2025-02-26,DNK,133.96
2025-02-26,DEU,137.67
2025-02-26,NLD,122.23
2025-02-26,GBR,124.08
2025-02-27,DNK,126.16
2025-02-27,DEU,127.59
2025-02-27,NLD,117.67
2025-02-27,GBR,117.01
2025-02-28,DNK,126.84
2025-02-28,DEU,130.88
2025-02-28,NLD,123.3
2025-02-28,GBR,121.9
2025-03-01,DNK,120.52
2025-03-01,DEU,120.61
2025-03-01,NLD,119.16
2025-03-01,GBR,118.86
2025-03-02,DNK,64.67
2025-03-02,DEU,91.19
2025-03-02,NLD,89.77
2025-03-02,GBR,110.71
2025-03-03,DNK,53.8
2025-03-03,DEU,105.27
2025-03-03,NLD,106.0
2025-03-03,GBR,121.55
2025-03-04,DNK,38.25
2025-03-04,DEU,107.94
2025-03-04,NLD,104.46
2025-03-04,GBR,115.65
2025-03-05,DNK,22.93
2025-03-05,DEU,80.95
2025-03-05,NLD,79.1
2025-03-05,GBR,97.07
2025-03-06,DNK,74.39
2025-03-06,DEU,90.96
2025-03-06,NLD,84.73
2025-03-06,GBR,98.29
2025-03-07,DNK,100.75
2025-03-07,DEU,104.53
2025-03-07,NLD,95.86
2025-03-07,GBR,110.93
2025-03-08,DNK,89.12
2025-03-08,DEU,85.3
2025-03-08,NLD,79.01
2025-03-08,GBR,98.42
2025-03-09,DNK,75.77
2025-03-09,DEU,74.04
2025-03-09,NLD,73.23
2025-03-09,GBR,107.57
2025-03-10,DNK,110.63
2025-03-10,DEU,115.3
2025-03-10,NLD,107.54
2025-03-10,GBR,104.47
2025-03-11,DNK,122.49
2025-03-11,DEU,124.4
2025-03-11,NLD,115.82
2025-03-11,GBR,110.34
2025-03-12,DNK,123.66
2025-03-12,DEU,126.1
2025-03-12,NLD,119.04
2025-03-12,GBR,113.22
2025-03-13,DNK,125.34
2025-03-13,DEU,124.47
2025-03-13,NLD,121.39
2025-03-13,GBR,124.11
2025-03-14,DNK,121.12
2025-03-14,DEU,121.69
2025-03-14,NLD,118.48
2025-03-14,GBR,123.05
2025-03-15,DNK,91.87
2025-03-15,DEU,93.07
2025-03-15,NLD,91.15
2025-03-15,GBR,111.55
2025-03-16,DNK,53.58
2025-03-16,DEU,75.46
2025-03-16,NLD,70.48
2025-03-16,GBR,112.78
2025-03-17,DNK,97.75
2025-03-17,DEU,100.53
2025-03-17,NLD,94.51
2025-03-17,GBR,116.96
2025-03-18,DNK,86.99
2025-03-18,DEU,91.12
2025-03-18,NLD,85.12
2025-03-18,GBR,111.53
2025-03-19,DNK,104.03
2025-03-19,DEU,104.41
2025-03-19,NLD,98.12
2025-03-19,GBR,119.57
2025-03-20,DNK,105.41
2025-03-20,DEU,107.71
2025-03-20,NLD,98.79
2025-03-20,GBR,116.75
2025-03-21,DNK,64.66
2025-03-21,DEU,64.99
2025-03-21,NLD,61.18
2025-03-21,GBR,75.68
2025-03-22,DNK,10.55
2025-03-22,DEU,13.89
2025-03-22,NLD,42.61
2025-03-22,GBR,89.76
2025-03-23,DNK,38.55
2025-03-23,DEU,58.72
2025-03-23,NLD,81.05
2025-03-23,GBR,115.54
2025-03-24,DNK,128.43
2025-03-24,DEU,124.93
2025-03-24,NLD,124.35
2025-03-24,GBR,118.07
2025-03-25,DNK,95.93
2025-03-25,DEU,110.38
2025-03-25,NLD,108.55
2025-03-25,GBR,115.23
2025-03-26,DNK,103.62
2025-03-26,DEU,114.3
2025-03-26,NLD,112.75
2025-03-26,GBR,112.05
2025-03-27,DNK,90.43
2025-03-27,DEU,99.09
2025-03-27,NLD,94.66
2025-03-27,GBR,105.69
2025-03-28,DNK,76.39
2025-03-28,DEU,87.61
2025-03-28,NLD,85.01
2025-03-28,GBR,84.71
2025-03-29,DNK,77.79
2025-03-29,DEU,80.88
2025-03-29,NLD,74.55
2025-03-29,GBR,81.17
2025-03-30,DNK,17.5
2025-03-30,DEU,15.43
2025-03-30,NLD,13.7
2025-03-30,GBR,39.79
2025-03-31,DNK,106.21
2025-03-31,DEU,100.53
2025-03-31,NLD,92.14
2025-03-31,GBR,99.89
2025-03-31,GBR,115.58
2025-04-01,DNK,91.64
2025-04-01,DEU,93.21
2025-04-01,NLD,79.49
2025-04-01,GBR,107.32
2025-04-02,DNK,63.55
2025-04-02,DEU,63.09
2025-04-02,NLD,51.0
2025-04-02,GBR,89.42
2025-04-03,DNK,80.17
2025-04-03,DEU,80.44
2025-04-03,NLD,75.49
2025-04-03,GBR,83.7
2025-04-04,DNK,83.48
2025-04-04,DEU,88.19
2025-04-04,NLD,82.15
2025-04-04,GBR,89.36
2025-04-05,DNK,52.5
2025-04-05,DEU,45.95
2025-04-05,NLD,47.02
2025-04-05,GBR,65.59
2025-04-06,DNK,52.7
2025-04-06,DEU,42.67
2025-04-06,NLD,36.99
2025-04-06,GBR,78.48
2025-04-07,DNK,95.89
2025-04-07,DEU,96.1
2025-04-07,NLD,91.18
2025-04-07,GBR,104.83
2025-04-08,DNK,99.51
2025-04-08,DEU,101.76
2025-04-08,NLD,90.58
2025-04-08,GBR,99.34
2025-04-09,DNK,90.38
2025-04-09,DEU,90.44
2025-04-09,NLD,80.01
2025-04-09,GBR,98.88
2025-04-10,DNK,55.0
2025-04-10,DEU,81.68
2025-04-10,NLD,80.29
2025-04-10,GBR,96.19
2025-04-11,DNK,46.92
2025-04-11,DEU,66.16
2025-04-11,NLD,73.04
2025-04-11,GBR,94.99
2025-04-12,DNK,61.09
2025-04-12,DEU,60.89
2025-04-12,NLD,54.94
2025-04-12,GBR,88.28
2025-04-13,DNK,41.0
2025-04-13,DEU,43.7
2025-04-13,NLD,40.47
2025-04-13,GBR,81.26
2025-04-14,DNK,96.28
2025-04-14,DEU,99.03
2025-04-14,NLD,93.09
2025-04-14,GBR,93.52
2025-04-15,DNK,37.6
2025-04-15,DEU,70.39
2025-04-15,NLD,70.49
2025-04-15,GBR,97.44
2025-04-16,DNK,83.42
2025-04-16,DEU,88.83
2025-04-16,NLD,85.71
2025-04-16,GBR,77.09
2025-04-17,DNK,94.72
2025-04-17,DEU,96.63
2025-04-17,NLD,97.99
2025-04-17,GBR,98.63
2025-04-18,DNK,81.66
2025-04-18,DEU,86.16
2025-04-18,NLD,86.01
2025-04-18,GBR,93.01
2025-04-19,DNK,66.72
2025-04-19,DEU,70.62
2025-04-19,NLD,64.58
2025-04-19,GBR,82.16
2025-04-20,DNK,71.28
2025-04-20,DEU,57.02
2025-04-20,NLD,70.03
2025-04-20,GBR,97.67
2025-04-21,DNK,81.12
2025-04-21,DEU,68.03
2025-04-21,NLD,83.22
2025-04-21,GBR,101.39
2025-04-22,DNK,113.34
2025-04-22,DEU,107.04
2025-04-22,NLD,111.26
2025-04-22,GBR,103.67
2025-04-23,DNK,108.44
2025-04-23,DEU,110.2
2025-04-23,NLD,105.67
2025-04-23,GBR,102.59
2025-04-24,DNK,96.44
2025-04-24,DEU,98.95
2025-04-24,NLD,94.41
2025-04-24,GBR,97.99
2025-04-25,DNK,89.29
2025-04-25,DEU,90.74
2025-04-25,NLD,87.93
2025-04-25,GBR,95.33
2025-04-26,DNK,55.77
2025-04-26,DEU,56.74
2025-04-26,NLD,59.34
2025-04-26,GBR,93.47
2025-04-27,DNK,47.85
2025-04-27,DEU,37.76
2025-04-27,NLD,32.77
2025-04-27,GBR,61.17
2025-04-28,DNK,75.43
2025-04-28,DEU,79.95
2025-04-28,NLD,74.3
2025-04-28,GBR,92.46
2025-04-29,DNK,73.03
2025-04-29,DEU,74.81
2025-04-29,NLD,71.04
2025-04-29,GBR,93.4
2025-04-30,DNK,75.31
2025-04-30,DEU,74.78
2025-04-30,NLD,74.29
2025-04-30,GBR,93.36
2025-05-01,DNK,59.11
2025-05-01,DEU,44.82
2025-05-01,NLD,45.01
2025-05-01,GBR,90.86
2025-05-02,DNK,59.33
2025-05-02,DEU,62.29
2025-05-02,NLD,64.52
2025-05-02,GBR,89.52
2025-05-03,DNK,49.77
2025-05-03,DEU,51.28
2025-05-03,NLD,53.42
2025-05-03,GBR,60.64
2025-05-04,DNK,35.43
2025-05-04,DEU,36.52
2025-05-04,NLD,35.21
2025-05-04,GBR,44.35
2025-05-05,DNK,81.59
2025-05-05,DEU,87.6
2025-05-05,NLD,72.0
2025-05-05,GBR,91.84
2025-05-06,DNK,88.35
2025-05-06,DEU,88.72
2025-05-06,NLD,88.52
2025-05-06,GBR,97.29
2025-05-07,DNK,99.25
2025-05-07,DEU,97.91
2025-05-07,NLD,95.99
2025-05-07,GBR,100.09
2025-05-08,DNK,113.39
2025-05-08,DEU,101.19
2025-05-08,NLD,98.39
2025-05-08,GBR,100.72
2025-05-09,DNK,85.08
2025-05-09,DEU,84.69
2025-05-09,NLD,80.81
2025-05-09,GBR,99.63
2025-05-10,DNK,68.01
2025-05-10,DEU,52.7
2025-05-10,NLD,48.14
2025-05-10,GBR,80.35
2025-05-11,DNK,54.49
2025-05-11,DEU,16.32
2025-05-11,NLD,4.26
2025-05-11,GBR,61.49
2025-05-12,DNK,79.6
2025-05-12,DEU,63.5
2025-05-12,NLD,63.09
2025-05-12,GBR,93.29
2025-05-13,DNK,81.87
2025-05-13,DEU,81.24
2025-05-13,NLD,76.03
2025-05-13,GBR,97.12
2025-05-14,DNK,68.57
2025-05-14,DEU,68.06
2025-05-14,NLD,64.99
2025-05-14,GBR,93.25
2025-05-15,DNK,57.37
2025-05-15,DEU,66.66
2025-05-15,NLD,64.12
2025-05-15,GBR,95.24
2025-05-16,DNK,65.86
2025-05-16,DEU,73.28
2025-05-16,NLD,71.04
2025-05-16,GBR,88.41
2025-05-17,DNK,55.48
2025-05-17,DEU,57.59
2025-05-17,NLD,59.53
2025-05-17,GBR,86.08
2025-05-18,DNK,62.36
2025-05-18,DEU,58.04
2025-05-18,NLD,62.62
2025-05-18,GBR,91.4
2025-05-19,DNK,90.86
2025-05-19,DEU,95.12
2025-05-19,NLD,90.11
2025-05-19,GBR,101.59
2025-05-20,DNK,77.57
2025-05-20,DEU,91.35
2025-05-20,NLD,85.22
2025-05-20,GBR,101.57
2025-05-21,DNK,34.01
2025-05-21,DEU,70.11
2025-05-21,NLD,73.31
2025-05-21,GBR,101.39
2025-05-22,DNK,36.75
2025-05-22,DEU,62.47
2025-05-22,NLD,62.09
2025-05-22,GBR,102.17
2025-05-23,DNK,77.4
2025-05-23,DEU,80.64
2025-05-23,NLD,76.61
2025-05-23,GBR,104.71
2025-05-24,DNK,51.6
2025-05-24,DEU,56.78
2025-05-24,NLD,50.93
2025-05-24,GBR,73.47
2025-05-25,DNK,17.52
2025-05-25,DEU,28.97
2025-05-25,NLD,23.44
2025-05-25,GBR,1.98
2025-05-26,DNK,55.4
2025-05-26,DEU,73.29
2025-05-26,NLD,64.15
2025-05-26,GBR,31.34
2025-05-27,DNK,44.6
2025-05-27,DEU,64.57
2025-05-27,NLD,54.62
2025-05-27,GBR,73.74
2025-05-28,DNK,85.88
2025-05-28,DEU,78.7
2025-05-28,NLD,86.5
2025-05-28,GBR,95.11
2025-05-29,DNK,48.86
2025-05-29,DEU,52.6
2025-05-29,NLD,53.8
2025-05-29,GBR,56.28
2025-05-30,DNK,36.15
2025-05-30,DEU,52.54
2025-05-30,NLD,53.62
2025-05-30,GBR,72.24
2025-05-31,DNK,66.07
2025-05-31,DEU,69.39
2025-05-31,NLD,68.46
2025-05-31,GBR,68.3
2025-06-01,DNK,31.91
2025-06-01,DEU,40.86
2025-06-01,NLD,38.72
2025-06-01,GBR,29.76
2025-06-02,DNK,78.55
2025-06-02,DEU,89.86
2025-06-02,NLD,86.0
2025-06-02,GBR,79.35
2025-06-03,DNK,57.45
2025-06-03,DEU,70.81
2025-06-03,NLD,57.4
2025-06-03,GBR,33.03
2025-06-04,DNK,74.39
2025-06-04,DEU,85.29
2025-06-04,NLD,78.9
2025-06-04,GBR,68.0
2025-06-05,DNK,75.06
2025-06-05,DEU,77.85
2025-06-05,NLD,75.82
2025-06-05,GBR,88.32
2025-06-06,DNK,50.48
2025-06-06,DEU,50.3
2025-06-06,NLD,49.75
2025-06-06,GBR,88.51
2025-06-07,DNK,59.95
2025-06-07,DEU,58.42
2025-06-07,NLD,65.39
2025-06-07,GBR,99.19
2025-06-08,DNK,25.65
2025-06-08,DEU,6.87
2025-06-08,NLD,29.56
2025-06-08,GBR,55.46
2025-06-09,DNK,41.44
2025-06-09,DEU,34.6
2025-06-09,NLD,49.04
2025-06-09,GBR,97.72
2025-06-10,DNK,60.35
2025-06-10,DEU,62.53
2025-06-10,NLD,62.22
2025-06-10,GBR,94.98
2025-06-11,DNK,72.66
2025-06-11,DEU,72.9
2025-06-11,NLD,78.36
2025-06-11,GBR,94.71
2025-06-12,DNK,60.24
2025-06-12,DEU,59.29
2025-06-12,NLD,57.44
2025-06-12,GBR,58.8
2025-06-13,DNK,52.29
2025-06-13,DEU,52.6
2025-06-13,NLD,72.21
2025-06-13,GBR,97.67
2025-06-14,DNK,45.34
2025-06-14,DEU,44.64
2025-06-14,NLD,56.7
2025-06-14,GBR,81.73
2025-06-15,DNK,62.45
2025-06-15,DEU,61.32
2025-06-15,NLD,64.24
2025-06-15,GBR,73.39
2025-06-16,DNK,66.05
2025-06-16,DEU,82.76
2025-06-16,NLD,84.3
2025-06-16,GBR,102.45
2025-06-17,DNK,70.63
2025-06-17,DEU,88.33
2025-06-17,NLD,86.71
2025-06-17,GBR,96.56
2025-06-18,DNK,65.26
2025-06-18,DEU,78.93
2025-06-18,NLD,81.07
2025-06-18,GBR,104.58
2025-06-19,DNK,56.34
2025-06-19,DEU,56.1
2025-06-19,NLD,68.46
2025-06-19,GBR,107.45
2025-06-20,DNK,87.23
2025-06-20,DEU,85.63
2025-06-20,NLD,87.48
2025-06-20,GBR,106.52
2025-06-21,DNK,71.92
2025-06-21,DEU,70.48
2025-06-21,NLD,72.06
2025-06-21,GBR,91.76
2025-06-22,DNK,45.99
2025-06-22,DEU,40.69
2025-06-22,NLD,47.97
2025-06-22,GBR,51.63
2025-06-23,DNK,21.14
2025-06-23,DEU,43.98
2025-06-23,NLD,43.02
2025-06-23,GBR,25.67
2025-06-24,DNK,26.79
2025-06-24,DEU,46.27
2025-06-24,NLD,58.1
2025-06-24,GBR,53.63
2025-06-25,DNK,81.36
2025-06-25,DEU,83.2
2025-06-25,NLD,99.99
2025-06-25,GBR,104.04
2025-06-26,DNK,87.88
2025-06-26,DEU,89.92
2025-06-26,NLD,88.55
2025-06-26,GBR,85.64
2025-06-27,DNK,50.12
2025-06-27,DEU,79.85
2025-06-27,NLD,83.5
2025-06-27,GBR,73.73
2025-06-28,DNK,29.49
2025-06-28,DEU,51.92
2025-06-28,NLD,51.6
2025-06-28,GBR,46.14
2025-06-29,DNK,35.44
2025-06-29,DEU,55.55
2025-06-29,NLD,54.49
2025-06-29,GBR,87.74
2025-06-30,DNK,101.21
2025-06-30,DEU,102.48
2025-06-30,NLD,101.76
2025-06-30,GBR,93.05
2025-07-01,DNK,138.92
2025-07-01,DEU,127.43
2025-07-01,NLD,145.5
2025-07-01,GBR,112.42
2025-07-02,DNK,101.48
2025-07-02,DEU,103.28
2025-07-02,NLD,109.38
2025-07-02,GBR,100.8
2025-07-03,DNK,42.83
2025-07-03,DEU,88.33
2025-07-03,NLD,89.01
2025-07-03,GBR,87.91
2025-07-04,DNK,64.4
2025-07-04,DEU,81.93
2025-07-04,NLD,75.46
2025-07-04,GBR,68.78
2025-07-05,DNK,35.61
2025-07-05,DEU,54.2
2025-07-05,NLD,51.69
2025-07-05,GBR,40.28
2025-07-06,DNK,73.84
2025-07-06,DEU,71.18
2025-07-06,NLD,82.75
2025-07-06,GBR,84.55
2025-07-07,DNK,95.39
2025-07-07,DEU,92.9
2025-07-07,NLD,90.2
2025-07-07,GBR,74.12
2025-07-08,DNK,89.28
2025-07-08,DEU,90.6
2025-07-08,NLD,88.92
2025-07-08,GBR,86.81
2025-07-09,DNK,92.33
2025-07-09,DEU,93.3
2025-07-09,NLD,95.23
2025-07-09,GBR,97.05
2025-07-10,DNK,90.74
2025-07-10,DEU,92.63
2025-07-10,NLD,92.37
2025-07-10,GBR,97.36
2025-07-11,DNK,85.33
2025-07-11,DEU,88.05
2025-07-11,NLD,92.97
2025-07-11,GBR,97.12
2025-07-12,DNK,57.45
2025-07-12,DEU,69.79
2025-07-12,NLD,73.98
2025-07-12,GBR,91.92
2025-07-13,DNK,67.83
2025-07-13,DEU,71.84
2025-07-13,NLD,75.56
2025-07-13,GBR,96.62
2025-07-14,DNK,98.02
2025-07-14,DEU,101.81
2025-07-14,NLD,95.69
2025-07-14,GBR,90.31
2025-07-15,DNK,90.09
2025-07-15,DEU,90.77
2025-07-15,NLD,81.03
2025-07-15,GBR,91.15
2025-07-16,DNK,96.12
2025-07-16,DEU,96.35
2025-07-16,NLD,93.34
2025-07-16,GBR,97.68
2025-07-17,DNK,92.29
2025-07-17,DEU,94.15
2025-07-17,NLD,93.14
2025-07-17,GBR,100.64
2025-07-18,DNK,101.22
2025-07-18,DEU,103.23
2025-07-18,NLD,101.11
2025-07-18,GBR,103.01
2025-07-19,DNK,68.82
2025-07-19,DEU,71.19
2025-07-19,NLD,69.86
2025-07-19,GBR,95.25
2025-07-20,DNK,70.55
2025-07-20,DEU,72.46
2025-07-20,NLD,74.37
2025-07-20,GBR,91.25
2025-07-21,DNK,95.09
2025-07-21,DEU,101.31
2025-07-21,NLD,93.96
2025-07-21,GBR,97.89
2025-07-22,DNK,75.4
2025-07-22,DEU,78.68
2025-07-22,NLD,77.21
2025-07-22,GBR,93.72
2025-07-23,DNK,73.46
2025-07-23,DEU,79.5
2025-07-23,NLD,86.22
2025-07-23,GBR,95.24
2025-07-24,DNK,102.3
2025-07-24,DEU,103.33
2025-07-24,NLD,97.66
2025-07-24,GBR,95.2
2025-07-25,DNK,95.94
2025-07-25,DEU,97.45
2025-07-25,NLD,95.12
2025-07-25,GBR,92.05
2025-07-26,DNK,88.49
2025-07-26,DEU,89.92
2025-07-26,NLD,87.04
2025-07-26,GBR,90.26
2025-07-27,DNK,78.79
2025-07-27,DEU,78.6
2025-07-27,NLD,79.06
2025-07-27,GBR,88.32
2025-07-28,DNK,70.57
2025-07-28,DEU,88.73
2025-07-28,NLD,87.25
2025-07-28,GBR,93.47
2025-07-29,DNK,52.86
2025-07-29,DEU,77.77
2025-07-29,NLD,77.08
2025-07-29,GBR,96.28
2025-07-30,DNK,62.09
2025-07-30,DEU,77.62
2025-07-30,NLD,74.38
2025-07-30,GBR,97.38
2025-07-31,DNK,83.97
2025-07-31,DEU,85.79
2025-07-31,NLD,86.79
2025-07-31,GBR,95.64
2025-08-01,DNK,93.23
2025-08-01,DEU,93.29
2025-08-01,NLD,90.71
2025-08-01,GBR,88.06
2025-08-02,DNK,65.61
2025-08-02,DEU,68.28
2025-08-02,NLD,64.07
2025-08-02,GBR,89.51
2025-08-03,DNK,41.45
2025-08-03,DEU,49.49
2025-08-03,NLD,41.98
2025-08-03,GBR,62.85
2025-08-04,DNK,45.54
2025-08-04,DEU,68.72
2025-08-04,NLD,56.81
2025-08-04,GBR,53.26
2025-08-05,DNK,1.97
2025-08-05,DEU,41.59
2025-08-05,NLD,36.25
2025-08-05,GBR,20.52
2025-08-06,DNK,32.46
2025-08-06,DEU,63.72
2025-08-06,NLD,65.52
2025-08-06,GBR,80.26
2025-08-07,DNK,70.15
2025-08-07,DEU,72.68
2025-08-07,NLD,67.57
2025-08-07,GBR,62.17
2025-08-08,DNK,76.65
2025-08-08,DEU,77.67
2025-08-08,NLD,76.36
2025-08-08,GBR,68.4
2025-08-09,DNK,59.8
2025-08-09,DEU,60.75
2025-08-09,NLD,58.07
2025-08-09,GBR,44.04
2025-08-10,DNK,51.5
2025-08-10,DEU,45.32
2025-08-10,NLD,47.94
2025-08-10,GBR,89.45
2025-08-11,DNK,84.19
2025-08-11,DEU,84.23
2025-08-11,NLD,82.85
2025-08-11,GBR,98.36
2025-08-12,DNK,85.17
2025-08-12,DEU,86.63
2025-08-12,NLD,83.78
2025-08-12,GBR,99.01
2025-08-13,DNK,100.1
2025-08-13,DEU,97.13
2025-08-13,NLD,99.6
2025-08-13,GBR,105.02
2025-08-14,DNK,105.36
2025-08-14,DEU,107.52
2025-08-14,NLD,103.88
2025-08-14,GBR,102.24
2025-08-15,DNK,69.76
2025-08-15,DEU,73.73
2025-08-15,NLD,73.09
2025-08-15,GBR,92.59
2025-08-16,DNK,60.21
2025-08-16,DEU,60.5
2025-08-16,NLD,61.73
2025-08-16,GBR,89.77
2025-08-17,DNK,64.49
2025-08-17,DEU,63.46
2025-08-17,NLD,66.03
2025-08-17,GBR,88.37
2025-08-18,DNK,92.37
2025-08-18,DEU,95.12
2025-08-18,NLD,87.64
2025-08-18,GBR,98.49
2025-08-19,DNK,81.95
2025-08-19,DEU,83.07
2025-08-19,NLD,77.61
2025-08-19,GBR,90.85
2025-08-20,DNK,89.42
2025-08-20,DEU,90.27
2025-08-20,NLD,86.09
2025-08-20,GBR,90.7
2025-08-21,DNK,91.05
2025-08-21,DEU,90.96
2025-08-21,NLD,86.09
2025-08-21,GBR,92.57
2025-08-22,DNK,66.94
2025-08-22,DEU,75.0
2025-08-22,NLD,85.53
2025-08-22,GBR,95.18
2025-08-23,DNK,68.37
2025-08-23,DEU,66.95
2025-08-23,NLD,69.63
2025-08-23,GBR,98.19
2025-08-24,DNK,63.14
2025-08-24,DEU,61.93
2025-08-24,NLD,62.95
2025-08-24,GBR,96.95
2025-08-25,DNK,89.99
2025-08-25,DEU,89.14
2025-08-25,NLD,87.24
2025-08-25,GBR,86.09
2025-08-26,DNK,101.32
2025-08-26,DEU,97.74
2025-08-26,NLD,91.18
2025-08-26,GBR,95.74
2025-08-27,DNK,106.03
2025-08-27,DEU,105.13
2025-08-27,NLD,99.49
2025-08-27,GBR,97.22
2025-08-28,DNK,115.26
2025-08-28,DEU,117.64
2025-08-28,NLD,98.61
2025-08-28,GBR,95.8
2025-08-29,DNK,96.06
2025-08-29,DEU,95.61
2025-08-29,NLD,84.31
2025-08-29,GBR,95.46
2025-08-30,DNK,69.85
2025-08-30,DEU,70.01
2025-08-30,NLD,64.11
2025-08-30,GBR,72.15
2025-08-31,DNK,57.63
2025-08-31,DEU,58.64
2025-08-31,NLD,53.36
2025-08-31,GBR,18.87
2025-09-01,DNK,96.41
2025-09-01,DEU,98.57
2025-09-01,NLD,87.32
2025-09-01,GBR,56.59
2025-09-02,DNK,106.76
2025-09-02,DEU,118.31
2025-09-02,NLD,90.46
2025-09-02,GBR,95.0
2025-09-03,DNK,73.96
2025-09-03,DEU,61.36
2025-09-03,NLD,72.82
2025-09-03,GBR,88.12
2025-09-04,DNK,89.34
2025-09-04,DEU,95.24
2025-09-04,NLD,82.27
2025-09-04,GBR,89.67
2025-09-05,DNK,96.14
2025-09-05,DEU,103.98
2025-09-05,NLD,92.13
2025-09-05,GBR,96.72
2025-09-06,DNK,83.03
2025-09-06,DEU,76.62
2025-09-06,NLD,78.8
2025-09-06,GBR,69.0
2025-09-07,DNK,69.12
2025-09-07,DEU,45.76
2025-09-07,NLD,64.35
2025-09-07,GBR,22.52
2025-09-08,DNK,106.76
2025-09-08,DEU,120.76
2025-09-08,NLD,105.58
2025-09-08,GBR,99.98
2025-09-09,DNK,116.08
2025-09-09,DEU,140.29
2025-09-09,NLD,112.06
2025-09-09,GBR,98.23
2025-09-10,DNK,106.47
2025-09-10,DEU,129.21
2025-09-10,NLD,101.66
2025-09-10,GBR,84.28
2025-09-11,DNK,76.23
2025-09-11,DEU,69.51
2025-09-11,NLD,75.56
2025-09-11,GBR,49.92
2025-09-12,DNK,68.31
2025-09-12,DEU,59.71
2025-09-12,NLD,70.48
2025-09-12,GBR,42.25
2025-09-13,DNK,71.3
2025-09-13,DEU,62.04
2025-09-13,NLD,72.42
2025-09-13,GBR,52.63
2025-09-14,DNK,78.54
2025-09-14,DEU,61.31
2025-09-14,NLD,74.36
2025-09-14,GBR,71.52
2025-09-15,DNK,48.61
2025-09-15,DEU,13.2
2025-09-15,NLD,49.04
2025-09-15,GBR,13.14
2025-09-16,DNK,52.17
2025-09-16,DEU,23.35
2025-09-16,NLD,61.35
2025-09-16,GBR,38.11
2025-09-17,DNK,68.71
2025-09-17,DEU,73.76
2025-09-17,NLD,85.26
2025-09-17,GBR,83.9
2025-09-18,DNK,66.41
2025-09-18,DEU,68.68
2025-09-18,NLD,77.62
2025-09-18,GBR,56.88
2025-09-19,DNK,82.57
2025-09-19,DEU,93.33
2025-09-19,NLD,92.52
2025-09-19,GBR,89.03
2025-09-20,DNK,72.27
2025-09-20,DEU,55.37
2025-09-20,NLD,71.1
2025-09-20,GBR,88.14
2025-09-21,DNK,55.22
2025-09-21,DEU,43.58
2025-09-21,NLD,64.09
2025-09-21,GBR,42.53
2025-09-22,DNK,78.59
2025-09-22,DEU,105.01
2025-09-22,NLD,91.14
2025-09-22,GBR,94.27
2025-09-23,DNK,97.0
2025-09-23,DEU,105.88
2025-09-23,NLD,95.92
2025-09-23,GBR,104.18
2025-09-24,DNK,85.66
2025-09-24,DEU,80.7
2025-09-24,NLD,81.95
2025-09-24,GBR,97.07
2025-09-25,DNK,86.89
2025-09-25,DEU,79.02
2025-09-25,NLD,83.12
2025-09-25,GBR,92.95
2025-09-26,DNK,83.45
2025-09-26,DEU,95.96
2025-09-26,NLD,92.27
2025-09-26,GBR,94.47
2025-09-27,DNK,88.35
2025-09-27,DEU,93.83
2025-09-27,NLD,89.2
2025-09-27,GBR,92.58
2025-09-28,DNK,89.01
2025-09-28,DEU,85.06
2025-09-28,NLD,86.23
2025-09-28,GBR,99.45
2025-09-29,DNK,111.19
2025-09-29,DEU,132.68
2025-09-29,NLD,105.05
2025-09-29,GBR,107.56
2025-09-30,DNK,113.31
2025-09-30,DEU,136.28
2025-09-30,NLD,106.3
2025-09-30,GBR,96.8
2025-10-01,DNK,116.28
2025-10-01,DEU,131.03
2025-10-01,NLD,111.24
2025-10-01,GBR,91.83
2025-10-02,DNK,95.11
2025-10-02,DEU,102.11
2025-10-02,NLD,94.18
2025-10-02,GBR,86.38
2025-10-03,DNK,39.05
2025-10-03,DEU,58.67
2025-10-03,NLD,66.21
2025-10-03,GBR,56.98
2025-10-04,DNK,0.13
2025-10-04,DEU,-1.35
2025-10-04,NLD,-1.06
2025-10-04,GBR,0.18
2025-10-05,DNK,4.14
2025-10-05,DEU,1.83
2025-10-05,NLD,8.92
2025-10-05,GBR,16.05
2025-10-06,DNK,90.01
2025-10-06,DEU,85.24
2025-10-06,NLD,90.44
2025-10-06,GBR,80.73
2025-10-07,DNK,135.59
2025-10-07,DEU,138.61
2025-10-07,NLD,129.62
2025-10-07,GBR,102.52
2025-10-08,DNK,117.24
2025-10-08,DEU,123.37
2025-10-08,NLD,115.22
2025-10-08,GBR,104.76
